dimension,group,cells,median,mean,p95,top_5pct_fraction,top_1pct_fraction,top_5pct_enrichment,top_1pct_enrichment
cell_type,"activated CD4-positive, alpha-beta T cell",572,0.26592517,0.26861838,0.4394468799233436,0.06993006993006994,0.012237762237762238,1.3986013986013985,1.2237762237762237
cell_type,mast cell,6222,0.27758145,0.28017405,0.4804619029164314,0.11218257794921248,0.03278688524590164,2.2436515589842494,3.278688524590164
cell_type,theca cell,1038,0.2525616,0.25370392,0.35500081181526183,0.0038535645472061657,0.0,0.07707129094412331,0.0
cell_type,stromal cell,3458,0.16533206,0.16526224,0.32177603244781483,0.002891844997108155,0.0008675534991324465,0.057836899942163095,0.08675534991324464
cell_type,oocyte,18,0.25541052,0.25035825,0.32492573857307433,0.0,0.0,0.0,0.0
cell_type,pulmonary alveolar type 1 cell,3116,0.22024888,0.21649805,0.32432985305786133,0.0006418485237483953,0.00032092426187419767,0.012836970474967907,0.03209242618741977
cell_type,alveolar adventitial fibroblast,1113,0.24798545,0.24625224,0.3898867487907409,0.0215633423180593,0.0017969451931716084,0.431266846361186,0.17969451931716082
cell_type,lung multiciliated epithelial cell,1209,0.20437646,0.20147933,0.3090139627456665,0.0,0.0,0.0,0.0
cell_type,club cell,1747,0.22570767,0.22577251,0.3481967747211455,0.004006868918145392,0.0,0.08013737836290784,0.0
cell_type,bronchial smooth muscle cell,220,0.2163637,0.21479374,0.3951548680663109,0.03636363636363636,0.004545454545454545,0.7272727272727272,0.45454545454545453
cell_type,granulocyte,769,0.29283622,0.28172567,0.47751469612121566,0.13003901170351106,0.02990897269180754,2.6007802340702213,2.990897269180754
cell_type,common myeloid progenitor,456,0.3260284,0.31475192,0.48027441650629044,0.16666666666666666,0.02631578947368421,3.333333333333333,2.631578947368421
cell_type,epithelial cell,1675,0.17557277,0.18424892,0.329124441742897,0.001791044776119403,0.001791044776119403,0.035820895522388055,0.1791044776119403
cell_type,salivary gland cell,850,0.20190983,0.1960715,0.3127139866352081,0.0035294117647058825,0.0,0.07058823529411765,0.0
cell_type,mural cell,618,0.32369635,0.3234787,0.4921532526612281,0.1553398058252427,0.040453074433656956,3.106796116504854,4.0453074433656955
cell_type,fibroblast of breast,5270,0.2598621,0.26252532,0.40601358711719515,0.030550284629981026,0.0032258064516129032,0.6110056925996205,0.3225806451612903
cell_type,adventitial cell,1045,0.16157673,0.17081499,0.32011625170707686,0.003827751196172249,0.0,0.07655502392344497,0.0
cell_type,stratified squamous epithelial cell,12323,0.1640099,0.17450975,0.32561182379722586,0.004544347967215775,0.0005680434959019719,0.0908869593443155,0.05680434959019719
cell_type,tongue muscle cell,202,0.14248423,0.16123061,0.3304665148258209,0.01485148514851485,0.0,0.297029702970297,0.0
cell_type,thymocyte,455,0.28152785,0.276655,0.44321471154689784,0.08351648351648351,0.01978021978021978,1.6703296703296702,1.9780219780219779
cell_type,medullary thymic epithelial cell,43,0.21930979,0.21878392,0.36540905237197874,0.0,0.0,0.0,0.0
cell_type,myofibroblast cell,4436,0.30672178,0.30344093,0.4540598392486572,0.09152389540126239,0.013525698827772768,1.8304779080252478,1.3525698827772767
cell_type,luminal cell of prostate epithelium,10652,0.16412136,0.18078156,0.33906907588243484,0.004224558768306422,0.0003755163349605708,0.08449117536612843,0.03755163349605708
cell_type,basal cell of prostate epithelium,3495,0.26172164,0.25900826,0.3864614903926849,0.012303290414878397,0.0008583690987124463,0.24606580829756794,0.08583690987124463
cell_type,acinar cell,1345,0.042695824,0.054790817,0.15274258852005002,0.0,0.0,0.0,0.0
cell_type,adipocyte,39,0.06627841,0.08689042,0.19329701066017174,0.0,0.0,0.0,0.0
cell_type,conjunctival epithelial cell,11087,0.22291017,0.22407907,0.3517240911722183,0.0059529178316947776,0.0001803914494452963,0.11905835663389555,0.018039144944529628
cell_type,platelet,494,0.26725513,0.27016294,0.4095955938100814,0.03643724696356275,0.0020242914979757085,0.7287449392712549,0.20242914979757085
