"atlas","method","panel","group","score","n_cells"
"tabula","UCell","minimal8","salivary gland cell",0.00151140922768305,200
"tabula","UCell","minimal8","skeletal muscle satellite stem cell",0.0059062604480107,200
"tabula","UCell","minimal8","small intestine goblet cell",0.0121938732865262,200
"tabula","UCell","minimal8","smooth muscle cell",0.0311396690070211,200
"tabula","UCell","minimal8","spermatid",0.00751086593112671,200
"tabula","UCell","minimal8","spermatocyte",0.0204879220996322,200
"tabula","UCell","minimal8","stratified squamous epithelial cell",0.0122833082581077,200
"tabula","UCell","minimal8","stromal cell",0.0106661651621531,200
"tabula","UCell","minimal8","stromal cell of ovary",0.00415224841190237,200
"tabula","UCell","minimal8","T cell",0.0105002507522568,200
"tabula","UCell","minimal8","theca cell",0.00386053995319291,200
"tabula","UCell","minimal8","thymic fibroblast type 1",0.00215688732865263,200
"tabula","UCell","minimal8","thymic fibroblast type 2",0.000431293881644935,200
"tabula","UCell","minimal8","tissue-resident macrophage",0.00469178368438649,200
"tabula","UCell","minimal8","vascular associated smooth muscle cell",0.0144082246740221,200
"tabula","UCell","minimal8","vein endothelial cell",0.00412821798729522,200
"tabula","UCell","minimal8","ventricular cardiac muscle cell",0.00537153126044801,200
"tabula","UCell","full61","acinar cell",0.0450246627012912,200
"tabula","UCell","full61","acinar cell of salivary gland",0.0785283286277048,200
"tabula","UCell","full61","activated CD4-positive, alpha-beta T cell",0.0867206418998092,200
"tabula","UCell","full61","activated CD8-positive, alpha-beta T cell",0.0957901550067516,200
"tabula","UCell","full61","adventitial cell",0.0677351884297336,200
"tabula","UCell","full61","alveolar adventitial fibroblast",0.0854071298641877,200
"tabula","UCell","full61","B cell",0.0767735662712451,200
"tabula","UCell","full61","basal cell",0.0584518017163455,200
"tabula","UCell","full61","basal cell of prostate epithelium",0.0767088685288308,200
"tabula","UCell","full61","basophil",0.0916343224452901,200
"tabula","UCell","full61","BEST4+ enterocyte",0.0906034271111161,200
"tabula","UCell","full61","bladder urothelial cell",0.072109693222779,200
"tabula","UCell","full61","blood vessel smooth muscle cell",0.0922012855851533,200
"tabula","UCell","full61","capillary endothelial cell",0.0906531430994655,200
"tabula","UCell","full61","cardiac endothelial cell",0.0961404825408162,200
"tabula","UCell","full61","CD4-positive, alpha-beta T cell",0.0866782912430671,200
"tabula","UCell","full61","CD4-positive, alpha-beta thymocyte",0.0805522882746153,200
"tabula","UCell","full61","CD8-positive, alpha-beta T cell",0.0972311374973496,200
"tabula","UCell","full61","CD8-positive, alpha-beta thymocyte",0.0849951455768952,200
"tabula","UCell","full61","classical monocyte",0.12324473546184,200
"tabula","UCell","full61","club cell",0.0717890781059938,200
"tabula","UCell","full61","conjunctival epithelial cell",0.0706538963720162,200
"tabula","UCell","full61","corneal epithelial cell",0.0627650682409133,200
"tabula","UCell","full61","duct epithelial cell",0.08441272640025,200
"tabula","UCell","full61","endothelial cell",0.0890185695633251,200
"tabula","UCell","full61","endothelial cell of artery",0.0961627738285217,200
"tabula","UCell","full61","endothelial cell of lymphatic vessel",0.0814521420839425,200
"tabula","UCell","full61","endothelial cell of vascular tree",0.0695333895032865,200
"tabula","UCell","full61","enterocyte of epithelium of large intestine",0.0662553984532804,200
"tabula","UCell","full61","enterocyte of epithelium proper of duodenum",0.082782895691281,200
"tabula","UCell","full61","enterocyte of epithelium proper of ileum",0.0861550458101307,200
"tabula","UCell","full61","enterocyte of epithelium proper of small intestine",0.0628296264884108,200
"tabula","UCell","full61","enteroglial cell",0.0863613029941189,200
"tabula","UCell","full61","epithelial cell",0.058622152908748,200
"tabula","UCell","full61","epithelial cell of uterus",0.0706302938320928,200
"tabula","UCell","full61","erythrocyte",0.0348801180684976,200
"tabula","UCell","full61","erythroid progenitor cell",0.0666897577252285,200
"tabula","UCell","full61","eye photoreceptor cell",0.0563183664587262,200
"tabula","UCell","full61","fibroblast",0.0775038500597038,200
"tabula","UCell","full61","fibroblast of breast",0.0773927842069435,200
"tabula","UCell","full61","fibroblast of cardiac tissue",0.0949442299322613,200
"tabula","UCell","full61","gamma-delta T cell",0.105980202881407,200
"tabula","UCell","full61","granulocyte",0.096093249561986,200
"tabula","UCell","full61","hematopoietic precursor cell",0.114433120557087,200
"tabula","UCell","full61","hematopoietic stem cell",0.0918529667778906,200
"tabula","UCell","full61","hepatocyte",0.0523790300081465,200
"tabula","UCell","full61","innate lymphoid cell",0.0683681326652457,200
"tabula","UCell","full61","intermediate monocyte",0.117760548605609,200
"tabula","UCell","full61","intestinal crypt stem cell of colon",0.0711494660134585,200
"tabula","UCell","full61","intestinal crypt stem cell of small intestine",0.0738054213304467,200
"tabula","UCell","full61","intrahepatic cholangiocyte",0.0644950563001484,200
"tabula","UCell","full61","keratocyte",0.0800533707551697,200
"tabula","UCell","full61","kidney epithelial cell",0.067743641821692,200
"tabula","UCell","full61","large intestine goblet cell",0.077669849010702,200
"tabula","UCell","full61","luminal cell of prostate epithelium",0.0672801839100983,200
"tabula","UCell","full61","luminal epithelial cell of mammary gland",0.0709115992813222,200
"tabula","UCell","full61","lung multiciliated epithelial cell",0.0777540202435023,200
"tabula","UCell","full61","macrophage",0.0963081275318327,200
"tabula","UCell","full61","mast cell",0.0947424365856108,200
"tabula","UCell","full61","mature NK T cell",0.103953788123961,200
"tabula","UCell","full61","mesenchymal stem cell",0.0750515573212512,200
"tabula","UCell","full61","mesenchymal stem cell of adipose tissue",0.069275491301097,200
"tabula","UCell","full61","monocyte",0.118954401901595,200
"tabula","UCell","full61","mononuclear phagocyte",0.10018834603667,200
"tabula","UCell","full61","Mueller cell",0.070968150520595,200
"tabula","UCell","full61","multiciliated columnar cell of tracheobronchial tree",0.0667910868327958,200
"tabula","UCell","full61","mural cell",0.109939710296957,200
"tabula","UCell","full61","myeloid dendritic cell",0.0938309767992054,200
"tabula","UCell","full61","myeloid leukocyte",0.0924642335033311,200
"tabula","UCell","full61","myofibroblast cell",0.0997229909942082,200
"tabula","UCell","full61","myometrial cell",0.103051032820364,200
"tabula","UCell","full61","naive thymus-derived CD4-positive, alpha-beta T cell",0.0878747112455222,200
"tabula","UCell","full61","naive thymus-derived CD8-positive, alpha-beta T cell",0.0985427803010858,200
"tabula","UCell","full61","natural killer cell",0.105879906036224,200
"tabula","UCell","full61","neutrophil",0.120418177861599,200
"tabula","UCell","full61","non-classical monocyte",0.112813947259762,200
"tabula","UCell","full61","pancreatic acinar cell",0.0606979209677599,200
"tabula","UCell","full61","pancreatic ductal cell",0.0828929013826736,200
"tabula","UCell","full61","paneth cell of epithelium of small intestine",0.0825838085460166,200
"tabula","UCell","full61","pericyte",0.102938181432669,200
"tabula","UCell","full61","plasma cell",0.0552102746375922,200
"tabula","UCell","full61","progenitor cell of mammary luminal epithelium",0.0527099119508085,200
"tabula","UCell","full61","pulmonary alveolar type 1 cell",0.0714171567588077,200
"tabula","UCell","full61","pulmonary alveolar type 2 cell",0.0835468256536732,200
"tabula","UCell","full61","regular atrial cardiac myocyte",0.0677980727382294,200
"tabula","UCell","full61","regulatory T cell",0.0769215703779754,200
"tabula","UCell","full61","respiratory tract goblet cell",0.0679912174000379,200
"tabula","UCell","full61","retinal blood vessel endothelial cell",0.0855392594493857,200
"tabula","UCell","full61","salivary gland cell",0.0655090169514223,200
"tabula","UCell","full61","skeletal muscle satellite stem cell",0.0588253133055831,200
"tabula","UCell","full61","small intestine goblet cell",0.0814657288888393,200
"tabula","UCell","full61","smooth muscle cell",0.0947643093885659,200
"tabula","UCell","full61","spermatid",0.0589605117789508,200
"tabula","UCell","full61","spermatocyte",0.0571166958676026,200
"tabula","UCell","full61","stratified squamous epithelial cell",0.0588927451483668,200
"tabula","UCell","full61","stromal cell",0.0678888281311029,200
"tabula","UCell","full61","stromal cell of ovary",0.0664655893939225,200
"tabula","UCell","full61","T cell",0.0914144505574217,200
"tabula","UCell","full61","theca cell",0.0789164592842237,200
"tabula","UCell","full61","thymic fibroblast type 1",0.0721053967793414,200
"tabula","UCell","full61","thymic fibroblast type 2",0.0725291823365957,200
"tabula","UCell","full61","tissue-resident macrophage",0.0903800678503275,200
"tabula","UCell","full61","vascular associated smooth muscle cell",0.087350015065451,200
"tabula","UCell","full61","vein endothelial cell",0.0809976397460077,200
"tabula","UCell","full61","ventricular cardiac muscle cell",0.0658413496412191,200
"tabula","SCSE","minimal8","acinar cell",0.012425272296792,200
"tabula","SCSE","minimal8","acinar cell of salivary gland",0.00473036042124899,200
"tabula","SCSE","minimal8","activated CD4-positive, alpha-beta T cell",0.00785288048644194,200
"tabula","SCSE","minimal8","activated CD8-positive, alpha-beta T cell",0.0119219835494514,200
"tabula","SCSE","minimal8","adventitial cell",0.00528181332347294,200
"tabula","SCSE","minimal8","alveolar adventitial fibroblast",0.0149916334877966,200
"tabula","SCSE","minimal8","B cell",0.00279248147658354,200
"tabula","SCSE","minimal8","basal cell",0.0112594993819108,200
"tabula","SCSE","minimal8","basal cell of prostate epithelium",0.00957792261120226,200
"tabula","SCSE","minimal8","basophil",0.0130061214996478,200
"tabula","SCSE","minimal8","BEST4+ enterocyte",0.0391322698452027,200
"tabula","SCSE","minimal8","bladder urothelial cell",0.00970428480946346,200
"tabula","SCSE","minimal8","blood vessel smooth muscle cell",0.0254205569780237,200
"tabula","SCSE","minimal8","capillary endothelial cell",0.0127555850937962,200
"tabula","SCSE","minimal8","cardiac endothelial cell",0.0163462335634546,200
"tabula","SCSE","minimal8","CD4-positive, alpha-beta T cell",0.00441850085849361,200
"tabula","SCSE","minimal8","CD4-positive, alpha-beta thymocyte",0.00564441766411483,200
"tabula","SCSE","minimal8","CD8-positive, alpha-beta T cell",0.00831545196778117,200
"tabula","SCSE","minimal8","CD8-positive, alpha-beta thymocyte",0.00365918976554974,200
"tabula","SCSE","minimal8","classical monocyte",0.00434505585548645,200
"tabula","SCSE","minimal8","club cell",0.00559784541835124,200
"tabula","SCSE","minimal8","conjunctival epithelial cell",0.0178246150696937,200
"tabula","SCSE","minimal8","corneal epithelial cell",0.0199450318618258,200
"tabula","SCSE","minimal8","duct epithelial cell",0.00528366554277399,200
"tabula","SCSE","minimal8","endothelial cell",0.00888460840232794,200
"tabula","SCSE","minimal8","endothelial cell of artery",0.00938827672277701,200
"tabula","SCSE","minimal8","endothelial cell of lymphatic vessel",0.00763533225078224,200
"tabula","SCSE","minimal8","endothelial cell of vascular tree",0.00499694657296959,200
"tabula","SCSE","minimal8","enterocyte of epithelium of large intestine",0.01160835536073,200
"tabula","SCSE","minimal8","enterocyte of epithelium proper of duodenum",0.0245003202018231,200
"tabula","SCSE","minimal8","enterocyte of epithelium proper of ileum",0.0190939321746823,200
"tabula","SCSE","minimal8","enterocyte of epithelium proper of small intestine",0.0182823993426321,200
"tabula","SCSE","minimal8","enteroglial cell",0.00356393976631294,200
"tabula","SCSE","minimal8","epithelial cell",0.00633351584988587,200
"tabula","SCSE","minimal8","epithelial cell of uterus",0.0161881262086811,200
"tabula","SCSE","minimal8","erythrocyte",0.00429515046265181,200
"tabula","SCSE","minimal8","erythroid progenitor cell",0.00763130961725166,200
"tabula","SCSE","minimal8","eye photoreceptor cell",0.00580025908837593,200
"tabula","SCSE","minimal8","fibroblast",0.0116388328353488,200
"tabula","SCSE","minimal8","fibroblast of breast",0.00995297372501937,200
"tabula","SCSE","minimal8","fibroblast of cardiac tissue",0.0187600225151664,200
"tabula","SCSE","minimal8","gamma-delta T cell",0.010791934066572,200
"tabula","SCSE","minimal8","granulocyte",0.0109918119467886,200
"tabula","SCSE","minimal8","hematopoietic precursor cell",0.00630530727661591,200
"tabula","SCSE","minimal8","hematopoietic stem cell",0.0174141065927985,200
"tabula","SCSE","minimal8","hepatocyte",0.0252226843625334,200
"tabula","SCSE","minimal8","innate lymphoid cell",0.0086311637218708,200
"tabula","SCSE","minimal8","intermediate monocyte",0.00129406997995443,200
"tabula","SCSE","minimal8","intestinal crypt stem cell of colon",0.00682743328479884,200
"tabula","SCSE","minimal8","intestinal crypt stem cell of small intestine",0.0211727928604996,200
"tabula","SCSE","minimal8","intrahepatic cholangiocyte",0.0182397763009138,200
"tabula","SCSE","minimal8","keratocyte",0.00618663712698018,200
"tabula","SCSE","minimal8","kidney epithelial cell",0.010651519580669,200
"tabula","SCSE","minimal8","large intestine goblet cell",0.0100674500078496,200
"tabula","SCSE","minimal8","luminal cell of prostate epithelium",0.00995196529490191,200
"tabula","SCSE","minimal8","luminal epithelial cell of mammary gland",0.00467027975985109,200
"tabula","SCSE","minimal8","lung multiciliated epithelial cell",0.0102340673757528,200
"tabula","SCSE","minimal8","macrophage",0.00280833084533846,200
"tabula","SCSE","minimal8","mast cell",0.0150502528941207,200
"tabula","SCSE","minimal8","mature NK T cell",0.00392541633670339,200
"tabula","SCSE","minimal8","mesenchymal stem cell",0.011883445991299,200
"tabula","SCSE","minimal8","mesenchymal stem cell of adipose tissue",0.00903581530424177,200
"tabula","SCSE","minimal8","monocyte",0.00300809863528941,200
"tabula","SCSE","minimal8","mononuclear phagocyte",0.00245960348005014,200
"tabula","SCSE","minimal8","Mueller cell",0.0246807225884727,200
"tabula","SCSE","minimal8","multiciliated columnar cell of tracheobronchial tree",0.00661027096093184,200
"tabula","SCSE","minimal8","mural cell",0.0467060896399994,200
"tabula","SCSE","minimal8","myeloid dendritic cell",0.00398274124404412,200
"tabula","SCSE","minimal8","myeloid leukocyte",0.00453938569894108,200
"tabula","SCSE","minimal8","myofibroblast cell",0.028187660897003,200
"tabula","SCSE","minimal8","myometrial cell",0.0156677957300525,200
"tabula","SCSE","minimal8","naive thymus-derived CD4-positive, alpha-beta T cell",0.00615162416714892,200
"tabula","SCSE","minimal8","naive thymus-derived CD8-positive, alpha-beta T cell",0.00796008899463625,200
"tabula","SCSE","minimal8","natural killer cell",0.00526187750705661,200
"tabula","SCSE","minimal8","neutrophil",0.00429966331716428,200
"tabula","SCSE","minimal8","non-classical monocyte",0.00213588840652995,200
"tabula","SCSE","minimal8","pancreatic acinar cell",0.0060794490140034,200
"tabula","SCSE","minimal8","pancreatic ductal cell",0.0213851768331264,200
"tabula","SCSE","minimal8","paneth cell of epithelium of small intestine",0.0134999917355434,200
"tabula","SCSE","minimal8","pericyte",0.0332513436300858,200
"tabula","SCSE","minimal8","plasma cell",0.00281779240090545,200
"tabula","SCSE","minimal8","progenitor cell of mammary luminal epithelium",0.00570236691223837,200
"tabula","SCSE","minimal8","pulmonary alveolar type 1 cell",0.00283047157579561,200
"tabula","SCSE","minimal8","pulmonary alveolar type 2 cell",0.00418388754356844,200
"tabula","SCSE","minimal8","regular atrial cardiac myocyte",0.0126483133227032,200
"tabula","SCSE","minimal8","regulatory T cell",0.00232351856687031,200
"tabula","SCSE","minimal8","respiratory tract goblet cell",0.0073470742283909,200
"tabula","SCSE","minimal8","retinal blood vessel endothelial cell",0.00726552062436983,200
"tabula","SCSE","minimal8","salivary gland cell",0.00488375460107953,200
"tabula","SCSE","minimal8","skeletal muscle satellite stem cell",0.0102868320919928,200
"tabula","SCSE","minimal8","small intestine goblet cell",0.0163621149778381,200
"tabula","SCSE","minimal8","smooth muscle cell",0.0355808961345095,200
"tabula","SCSE","minimal8","spermatid",0.0148774468019996,200
"tabula","SCSE","minimal8","spermatocyte",0.0280321445711287,200
"tabula","SCSE","minimal8","stratified squamous epithelial cell",0.0129842389612163,200
"tabula","SCSE","minimal8","stromal cell",0.012023893285814,200
"tabula","SCSE","minimal8","stromal cell of ovary",0.0109244931175909,200
"tabula","SCSE","minimal8","T cell",0.0135890359657802,200
"tabula","SCSE","minimal8","theca cell",0.0113786049271521,200
"tabula","SCSE","minimal8","thymic fibroblast type 1",0.00677230396726506,200
"tabula","SCSE","minimal8","thymic fibroblast type 2",0.00363010433693683,200
"tabula","SCSE","minimal8","tissue-resident macrophage",0.00777602321227041,200
"tabula","SCSE","minimal8","vascular associated smooth muscle cell",0.0216724156895572,200
"tabula","SCSE","minimal8","vein endothelial cell",0.00758180331282962,200
"tabula","SCSE","minimal8","ventricular cardiac muscle cell",0.0113334263651268,200
"tabula","SCSE","full61","acinar cell",0.423360591082387,200
"tabula","SCSE","full61","acinar cell of salivary gland",0.553865381835954,200
"tabula","SCSE","full61","activated CD4-positive, alpha-beta T cell",0.635388738020702,200
"tabula","SCSE","full61","activated CD8-positive, alpha-beta T cell",0.683249148819215,200
"tabula","SCSE","full61","adventitial cell",0.46928133772863,200
"tabula","SCSE","full61","alveolar adventitial fibroblast",0.598975219946767,200
"tabula","SCSE","full61","B cell",0.550226943470552,200
"tabula","SCSE","full61","basal cell",0.422333804935366,200
"tabula","SCSE","full61","basal cell of prostate epithelium",0.517015092619202,200
"tabula","SCSE","full61","basophil",0.66690380540789,200
"tabula","SCSE","full61","BEST4+ enterocyte",0.641992861793688,200
"tabula","SCSE","full61","bladder urothelial cell",0.491859295819373,200
"tabula","SCSE","full61","blood vessel smooth muscle cell",0.670876811437636,200
"tabula","SCSE","full61","capillary endothelial cell",0.626901722616048,200
"tabula","SCSE","full61","cardiac endothelial cell",0.668095379502598,200
"tabula","SCSE","full61","CD4-positive, alpha-beta T cell",0.615292252212787,200
"tabula","SCSE","full61","CD4-positive, alpha-beta thymocyte",0.592789707601,200
"tabula","SCSE","full61","CD8-positive, alpha-beta T cell",0.667976620882214,200
"tabula","SCSE","full61","CD8-positive, alpha-beta thymocyte",0.600931062535542,200
"tabula","SCSE","full61","classical monocyte",0.743712918300583,200
"tabula","SCSE","full61","club cell",0.491606079874973,200
"tabula","SCSE","full61","conjunctival epithelial cell",0.507919430689542,200
"tabula","SCSE","full61","corneal epithelial cell",0.436454588243553,200
"tabula","SCSE","full61","duct epithelial cell",0.541586539628799,200
"tabula","SCSE","full61","endothelial cell",0.590838747822833,200
"tabula","SCSE","full61","endothelial cell of artery",0.628686067292822,200
"tabula","SCSE","full61","endothelial cell of lymphatic vessel",0.569180018823594,200
"tabula","SCSE","full61","endothelial cell of vascular tree",0.56944981104579,200
"tabula","SCSE","full61","enterocyte of epithelium of large intestine",0.494433180732186,200
"tabula","SCSE","full61","enterocyte of epithelium proper of duodenum",0.562143581099684,200
"tabula","SCSE","full61","enterocyte of epithelium proper of ileum",0.579788165647752,200
"tabula","SCSE","full61","enterocyte of epithelium proper of small intestine",0.486399294331203,200
"tabula","SCSE","full61","enteroglial cell",0.607980707940179,200
"tabula","SCSE","full61","epithelial cell",0.461682893599801,200
"tabula","SCSE","full61","epithelial cell of uterus",0.486797475776653,200
"tabula","SCSE","full61","erythrocyte",0.361352069430705,200
"tabula","SCSE","full61","erythroid progenitor cell",0.444066199738389,200
"tabula","SCSE","full61","eye photoreceptor cell",0.427060121874728,200
"tabula","SCSE","full61","fibroblast",0.526656599459225,200
"tabula","SCSE","full61","fibroblast of breast",0.551767093407749,200
"tabula","SCSE","full61","fibroblast of cardiac tissue",0.628291821078352,200
"tabula","SCSE","full61","gamma-delta T cell",0.708318611551911,200
"tabula","SCSE","full61","granulocyte",0.716399439791796,200
"tabula","SCSE","full61","hematopoietic precursor cell",0.669599537656726,200
"tabula","SCSE","full61","hematopoietic stem cell",0.576985201167106,200
"tabula","SCSE","full61","hepatocyte",0.424938773772194,200
"tabula","SCSE","full61","innate lymphoid cell",0.590038382504896,200
"tabula","SCSE","full61","intermediate monocyte",0.726607337070294,200
"tabula","SCSE","full61","intestinal crypt stem cell of colon",0.503176259043541,200
"tabula","SCSE","full61","intestinal crypt stem cell of small intestine",0.491660392810434,200
"tabula","SCSE","full61","intrahepatic cholangiocyte",0.476876607254188,200
"tabula","SCSE","full61","keratocyte",0.529062561313556,200
"tabula","SCSE","full61","kidney epithelial cell",0.510005263279943,200
"tabula","SCSE","full61","large intestine goblet cell",0.566099374692492,200
"tabula","SCSE","full61","luminal cell of prostate epithelium",0.510577980859046,200
"tabula","SCSE","full61","luminal epithelial cell of mammary gland",0.481678266604371,200
"tabula","SCSE","full61","lung multiciliated epithelial cell",0.511189219558579,200
"tabula","SCSE","full61","macrophage",0.638514324039331,200
"tabula","SCSE","full61","mast cell",0.702479433913946,200
"tabula","SCSE","full61","mature NK T cell",0.70342942888688,200
"tabula","SCSE","full61","mesenchymal stem cell",0.518267505119967,200
"tabula","SCSE","full61","mesenchymal stem cell of adipose tissue",0.485889629968824,200
"tabula","SCSE","full61","monocyte",0.737693020843244,200
"tabula","SCSE","full61","mononuclear phagocyte",0.686260130260218,200
"tabula","SCSE","full61","Mueller cell",0.505619117760935,200
"tabula","SCSE","full61","multiciliated columnar cell of tracheobronchial tree",0.457316566911946,200
"tabula","SCSE","full61","mural cell",0.765547411846601,200
"tabula","SCSE","full61","myeloid dendritic cell",0.658912372723464,200
"tabula","SCSE","full61","myeloid leukocyte",0.684203946995065,200
"tabula","SCSE","full61","myofibroblast cell",0.656310162709171,200
"tabula","SCSE","full61","myometrial cell",0.657947192442314,200
"tabula","SCSE","full61","naive thymus-derived CD4-positive, alpha-beta T cell",0.610205785090906,200
"tabula","SCSE","full61","naive thymus-derived CD8-positive, alpha-beta T cell",0.650234520859195,200
"tabula","SCSE","full61","natural killer cell",0.719702217873782,200
"tabula","SCSE","full61","neutrophil",0.911730277630091,200
"tabula","SCSE","full61","non-classical monocyte",0.700776514364822,200
"tabula","SCSE","full61","pancreatic acinar cell",0.425531630821046,200
"tabula","SCSE","full61","pancreatic ductal cell",0.556712736171479,200
"tabula","SCSE","full61","paneth cell of epithelium of small intestine",0.546817146679205,200
"tabula","SCSE","full61","pericyte",0.709944190843855,200
"tabula","SCSE","full61","plasma cell",0.421996672381463,200
"tabula","SCSE","full61","progenitor cell of mammary luminal epithelium",0.431850909604785,200
"tabula","SCSE","full61","pulmonary alveolar type 1 cell",0.480126834336617,200
"tabula","SCSE","full61","pulmonary alveolar type 2 cell",0.513308853740453,200
"tabula","SCSE","full61","regular atrial cardiac myocyte",0.494111647728417,200
"tabula","SCSE","full61","regulatory T cell",0.56168804863298,200
"tabula","SCSE","full61","respiratory tract goblet cell",0.462520484958861,200
"tabula","SCSE","full61","retinal blood vessel endothelial cell",0.590016642300801,200
"tabula","SCSE","full61","salivary gland cell",0.45778368709839,200
"tabula","SCSE","full61","skeletal muscle satellite stem cell",0.450768440450061,200
"tabula","SCSE","full61","small intestine goblet cell",0.544917476736973,200
"tabula","SCSE","full61","smooth muscle cell",0.681124991811417,200
"tabula","SCSE","full61","spermatid",0.416380826553389,200
"tabula","SCSE","full61","spermatocyte",0.365228550110131,200
"tabula","SCSE","full61","stratified squamous epithelial cell",0.425124166105991,200
"tabula","SCSE","full61","stromal cell",0.496945085393499,200
"tabula","SCSE","full61","stromal cell of ovary",0.492138677560346,200
"tabula","SCSE","full61","T cell",0.675013115341714,200
"tabula","SCSE","full61","theca cell",0.487975709873975,200
"tabula","SCSE","full61","thymic fibroblast type 1",0.49784612888856,200
"tabula","SCSE","full61","thymic fibroblast type 2",0.505740994873673,200
"tabula","SCSE","full61","tissue-resident macrophage",0.634523992434031,200
"tabula","SCSE","full61","vascular associated smooth muscle cell",0.662513680988809,200
"tabula","SCSE","full61","vein endothelial cell",0.533409086306125,200
"tabula","SCSE","full61","ventricular cardiac muscle cell",0.492870834556766,200
