"atlas","method","panel","group","score","n_cells"
"tabula","scPS","full61","kidney epithelial cell",0.0444614856921212,200
"tabula","scPS","full61","large intestine goblet cell",0.0433800719674235,200
"tabula","scPS","full61","luminal cell of prostate epithelium",0.0423640229779744,200
"tabula","scPS","full61","luminal epithelial cell of mammary gland",0.0484161873547457,200
"tabula","scPS","full61","lung multiciliated epithelial cell",0.0553963604901356,200
"tabula","scPS","full61","macrophage",0.0597526552658505,200
"tabula","scPS","full61","mast cell",0.0525319356439321,200
"tabula","scPS","full61","mature NK T cell",0.0619395538974512,200
"tabula","scPS","full61","mesenchymal stem cell",0.0516170674320368,200
"tabula","scPS","full61","mesenchymal stem cell of adipose tissue",0.0460379376256448,200
"tabula","scPS","full61","monocyte",0.0691891021952728,200
"tabula","scPS","full61","mononuclear phagocyte",0.0654099489290316,200
"tabula","scPS","full61","Mueller cell",0.0473634581091547,200
"tabula","scPS","full61","multiciliated columnar cell of tracheobronchial tree",0.0472309086988191,200
"tabula","scPS","full61","mural cell",0.0683718169421737,200
"tabula","scPS","full61","myeloid dendritic cell",0.0520437391514514,200
"tabula","scPS","full61","myeloid leukocyte",0.057748867704288,200
"tabula","scPS","full61","myofibroblast cell",0.0625240236764317,200
"tabula","scPS","full61","myometrial cell",0.0626699163051338,200
"tabula","scPS","full61","naive thymus-derived CD4-positive, alpha-beta T cell",0.0519311185537424,200
"tabula","scPS","full61","naive thymus-derived CD8-positive, alpha-beta T cell",0.0613752091046823,200
"tabula","scPS","full61","natural killer cell",0.0661518759770621,200
"tabula","scPS","full61","neutrophil",0.0639436678406452,200
"tabula","scPS","full61","non-classical monocyte",0.0681043071477823,200
"tabula","scPS","full61","pancreatic acinar cell",0.0271895252653295,200
"tabula","scPS","full61","pancreatic ductal cell",0.0560141418349348,200
"tabula","scPS","full61","paneth cell of epithelium of small intestine",0.0531916473420781,200
"tabula","scPS","full61","pericyte",0.0648353286817319,200
"tabula","scPS","full61","plasma cell",0.0299639449200668,200
"tabula","scPS","full61","progenitor cell of mammary luminal epithelium",0.0393996372370085,200
"tabula","scPS","full61","pulmonary alveolar type 1 cell",0.053533812031803,200
"tabula","scPS","full61","pulmonary alveolar type 2 cell",0.0529854714796251,200
"tabula","scPS","full61","regular atrial cardiac myocyte",0.0531932161891564,200
"tabula","scPS","full61","regulatory T cell",0.0490643231254031,200
"tabula","scPS","full61","respiratory tract goblet cell",0.0445645242088474,200
"tabula","scPS","full61","retinal blood vessel endothelial cell",0.0568188865037206,200
"tabula","scPS","full61","salivary gland cell",0.0438203871102551,200
"tabula","scPS","full61","skeletal muscle satellite stem cell",0.0413591661564499,200
"tabula","scPS","full61","small intestine goblet cell",0.0467102414889104,200
"tabula","scPS","full61","smooth muscle cell",0.0606734759689701,200
"tabula","scPS","full61","spermatid",0.0356268350279022,200
"tabula","scPS","full61","spermatocyte",0.0488715684659097,200
"tabula","scPS","full61","stratified squamous epithelial cell",0.0364177358876447,200
"tabula","scPS","full61","stromal cell",0.0401137972502804,200
"tabula","scPS","full61","stromal cell of ovary",0.0421033491080946,200
"tabula","scPS","full61","T cell",0.0521744443081979,200
"tabula","scPS","full61","theca cell",0.0532449415959546,200
"tabula","scPS","full61","thymic fibroblast type 1",0.0495897518419041,200
"tabula","scPS","full61","thymic fibroblast type 2",0.0521773752604325,200
"tabula","scPS","full61","tissue-resident macrophage",0.0608027060002267,200
"tabula","scPS","full61","vascular associated smooth muscle cell",0.0552057014619552,200
"tabula","scPS","full61","vein endothelial cell",0.0544305320221022,200
"tabula","scPS","full61","ventricular cardiac muscle cell",0.0475382275604904,200
"tabula","AUCell","minimal8","acinar cell",0.0259629522550801,200
"tabula","AUCell","minimal8","acinar cell of salivary gland",0.0117041136626466,200
"tabula","AUCell","minimal8","activated CD4-positive, alpha-beta T cell",0.016830084255741,200
"tabula","AUCell","minimal8","activated CD8-positive, alpha-beta T cell",0.0234152486370395,200
"tabula","AUCell","minimal8","adventitial cell",0.00975053692383942,200
"tabula","AUCell","minimal8","alveolar adventitial fibroblast",0.0293139765405584,200
"tabula","AUCell","minimal8","B cell",0.00563109202048571,200
"tabula","AUCell","minimal8","basal cell",0.0240081364612589,200
"tabula","AUCell","minimal8","basal cell of prostate epithelium",0.0176775978853461,200
"tabula","AUCell","minimal8","basophil",0.0241617792830002,200
"tabula","AUCell","minimal8","BEST4+ enterocyte",0.0764112836609945,200
"tabula","AUCell","minimal8","bladder urothelial cell",0.0166020981331571,200
"tabula","AUCell","minimal8","blood vessel smooth muscle cell",0.0484067817611102,200
"tabula","AUCell","minimal8","capillary endothelial cell",0.0218740707087395,200
"tabula","AUCell","minimal8","cardiac endothelial cell",0.0328064596068065,200
"tabula","AUCell","minimal8","CD4-positive, alpha-beta T cell",0.0106058979018668,200
"tabula","AUCell","minimal8","CD4-positive, alpha-beta thymocyte",0.0121619444903354,200
"tabula","AUCell","minimal8","CD8-positive, alpha-beta T cell",0.0175051627292252,200
"tabula","AUCell","minimal8","CD8-positive, alpha-beta thymocyte",0.0097994795968941,200
"tabula","AUCell","minimal8","classical monocyte",0.00632248471832149,200
"tabula","AUCell","minimal8","club cell",0.00839088055509665,200
"tabula","AUCell","minimal8","conjunctival epithelial cell",0.0364957459111185,200
"tabula","AUCell","minimal8","corneal epithelial cell",0.0426051131670246,200
"tabula","AUCell","minimal8","duct epithelial cell",0.00883817941516603,200
"tabula","AUCell","minimal8","endothelial cell",0.0181913926978358,200
"tabula","AUCell","minimal8","endothelial cell of artery",0.0182529324301999,200
"tabula","AUCell","minimal8","endothelial cell of lymphatic vessel",0.0137138608954238,200
"tabula","AUCell","minimal8","endothelial cell of vascular tree",0.0122088220717,200
"tabula","AUCell","minimal8","enterocyte of epithelium of large intestine",0.0263334297042789,200
"tabula","AUCell","minimal8","enterocyte of epithelium proper of duodenum",0.050696968445399,200
"tabula","AUCell","minimal8","enterocyte of epithelium proper of ileum",0.0393048901371221,200
"tabula","AUCell","minimal8","enterocyte of epithelium proper of small intestine",0.042675532793656,200
"tabula","AUCell","minimal8","enteroglial cell",0.00833326449694366,200
"tabula","AUCell","minimal8","epithelial cell",0.0118656038328102,200
"tabula","AUCell","minimal8","epithelial cell of uterus",0.0312466958532959,200
"tabula","AUCell","minimal8","erythrocyte",0.0179316041632248,200
"tabula","AUCell","minimal8","erythroid progenitor cell",0.0139028167850653,200
"tabula","AUCell","minimal8","eye photoreceptor cell",0.0103120353543697,200
"tabula","AUCell","minimal8","fibroblast",0.0216962663142244,200
"tabula","AUCell","minimal8","fibroblast of breast",0.0190523294234264,200
"tabula","AUCell","minimal8","fibroblast of cardiac tissue",0.0372788286799934,200
"tabula","AUCell","minimal8","gamma-delta T cell",0.0224907070873947,200
"tabula","AUCell","minimal8","granulocyte",0.0253388815463407,200
"tabula","AUCell","minimal8","hematopoietic precursor cell",0.00901267966297704,200
"tabula","AUCell","minimal8","hematopoietic stem cell",0.0385965636874277,200
"tabula","AUCell","minimal8","hepatocyte",0.0475357260862382,200
"tabula","AUCell","minimal8","innate lymphoid cell",0.0271962250123906,200
"tabula","AUCell","minimal8","intermediate monocyte",0.00145155294895093,200
"tabula","AUCell","minimal8","intestinal crypt stem cell of colon",0.0131176689245002,200
"tabula","AUCell","minimal8","intestinal crypt stem cell of small intestine",0.0435998678341318,200
"tabula","AUCell","minimal8","intrahepatic cholangiocyte",0.0337173715512969,200
"tabula","AUCell","minimal8","keratocyte",0.00828989757145217,200
"tabula","AUCell","minimal8","kidney epithelial cell",0.0222530150338675,200
"tabula","AUCell","minimal8","large intestine goblet cell",0.0194676193622997,200
"tabula","AUCell","minimal8","luminal cell of prostate epithelium",0.0207659425078474,200
"tabula","AUCell","minimal8","luminal epithelial cell of mammary gland",0.00683318189327606,200
"tabula","AUCell","minimal8","lung multiciliated epithelial cell",0.0166438129852965,200
"tabula","AUCell","minimal8","macrophage",0.00378572608623823,200
"tabula","AUCell","minimal8","mast cell",0.0292501652073352,200
"tabula","AUCell","minimal8","mature NK T cell",0.00851974227655708,200
"tabula","AUCell","minimal8","mesenchymal stem cell",0.0179900462580539,200
"tabula","AUCell","minimal8","mesenchymal stem cell of adipose tissue",0.0127174541549645,200
"tabula","AUCell","minimal8","monocyte",0.0063778291756154,200
"tabula","AUCell","minimal8","mononuclear phagocyte",0.00421423261192797,200
"tabula","AUCell","minimal8","Mueller cell",0.0435447298860069,200
"tabula","AUCell","minimal8","multiciliated columnar cell of tracheobronchial tree",0.0114674541549645,200
"tabula","AUCell","minimal8","mural cell",0.090669089707583,200
"tabula","AUCell","minimal8","myeloid dendritic cell",0.00924644804229308,200
"tabula","AUCell","minimal8","myeloid leukocyte",0.00994176441434,200
"tabula","AUCell","minimal8","myofibroblast cell",0.0564317280687263,200
"tabula","AUCell","minimal8","myometrial cell",0.0312466958532959,200
"tabula","AUCell","minimal8","naive thymus-derived CD4-positive, alpha-beta T cell",0.0125912770527011,200
"tabula","AUCell","minimal8","naive thymus-derived CD8-positive, alpha-beta T cell",0.0161066826367091,200
"tabula","AUCell","minimal8","natural killer cell",0.010900173467702,200
"tabula","AUCell","minimal8","neutrophil",0.0108652734181398,200
"tabula","AUCell","minimal8","non-classical monocyte",0.00414278043945151,200
"tabula","AUCell","minimal8","pancreatic acinar cell",0.0106569056666116,200
"tabula","AUCell","minimal8","pancreatic ductal cell",0.0372697422765571,200
"tabula","AUCell","minimal8","paneth cell of epithelium of small intestine",0.0239073599867834,200
"tabula","AUCell","minimal8","pericyte",0.0622243102593755,200
"tabula","AUCell","minimal8","plasma cell",0.00555447711878407,200
"tabula","AUCell","minimal8","progenitor cell of mammary luminal epithelium",0.00999442425243681,200
"tabula","AUCell","minimal8","pulmonary alveolar type 1 cell",0.00344911614075665,200
"tabula","AUCell","minimal8","pulmonary alveolar type 2 cell",0.00438109202048571,200
"tabula","AUCell","minimal8","regular atrial cardiac myocyte",0.0184495291590947,200
"tabula","AUCell","minimal8","regulatory T cell",0.00616182058483397,200
"tabula","AUCell","minimal8","respiratory tract goblet cell",0.0131015612093177,200
"tabula","AUCell","minimal8","retinal blood vessel endothelial cell",0.0145268874938047,200
"tabula","AUCell","minimal8","salivary gland cell",0.0107589211961011,200
"tabula","AUCell","minimal8","skeletal muscle satellite stem cell",0.0169649347431026,200
"tabula","AUCell","minimal8","small intestine goblet cell",0.0334410622831654,200
"tabula","AUCell","minimal8","smooth muscle cell",0.0710478275235421,200
"tabula","AUCell","minimal8","spermatid",0.0296185775648439,200
"tabula","AUCell","minimal8","spermatocyte",0.0514761275400628,200
"tabula","AUCell","minimal8","stratified squamous epithelial cell",0.0284412687923344,200
"tabula","AUCell","minimal8","stromal cell",0.0243709730712044,200
"tabula","AUCell","minimal8","stromal cell of ovary",0.0234342474805881,200
"tabula","AUCell","minimal8","T cell",0.0242055592268297,200
"tabula","AUCell","minimal8","theca cell",0.0175026846191971,200
"tabula","AUCell","minimal8","thymic fibroblast type 1",0.0127015529489509,200
"tabula","AUCell","minimal8","thymic fibroblast type 2",0.00451057326945316,200
"tabula","AUCell","minimal8","tissue-resident macrophage",0.0170080951594251,200
"tabula","AUCell","minimal8","vascular associated smooth muscle cell",0.0426968032380638,200
"tabula","AUCell","minimal8","vein endothelial cell",0.0132126631422435,200
"tabula","AUCell","minimal8","ventricular cardiac muscle cell",0.019040971419131,200
"tabula","AUCell","full61","acinar cell",0.0680236612021858,200
"tabula","AUCell","full61","acinar cell of salivary gland",0.122834890710383,200
"tabula","AUCell","full61","activated CD4-positive, alpha-beta T cell",0.148781639344262,200
"tabula","AUCell","full61","activated CD8-positive, alpha-beta T cell",0.161059234972678,200
"tabula","AUCell","full61","adventitial cell",0.121336448087432,200
"tabula","AUCell","full61","alveolar adventitial fibroblast",0.14662762295082,200
"tabula","AUCell","full61","B cell",0.134890300546448,200
"tabula","AUCell","full61","basal cell",0.115122595628415,200
"tabula","AUCell","full61","basal cell of prostate epithelium",0.138559508196721,200
"tabula","AUCell","full61","basophil",0.157228961748634,200
"tabula","AUCell","full61","BEST4+ enterocyte",0.157120163934426,200
"tabula","AUCell","full61","bladder urothelial cell",0.13916912568306,200
"tabula","AUCell","full61","blood vessel smooth muscle cell",0.15992956284153,200
"tabula","AUCell","full61","capillary endothelial cell",0.147126393442623,200
"tabula","AUCell","full61","cardiac endothelial cell",0.158669398907104,200
"tabula","AUCell","full61","CD4-positive, alpha-beta T cell",0.143509371584699,200
"tabula","AUCell","full61","CD4-positive, alpha-beta thymocyte",0.145920765027322,200
"tabula","AUCell","full61","CD8-positive, alpha-beta T cell",0.162562021857924,200
"tabula","AUCell","full61","CD8-positive, alpha-beta thymocyte",0.138915655737705,200
"tabula","AUCell","full61","classical monocyte",0.197564617486339,200
"tabula","AUCell","full61","club cell",0.13446106557377,200
"tabula","AUCell","full61","conjunctival epithelial cell",0.130689945355191,200
"tabula","AUCell","full61","corneal epithelial cell",0.116683797814208,200
"tabula","AUCell","full61","duct epithelial cell",0.146490355191257,200
"tabula","AUCell","full61","endothelial cell",0.152649071038251,200
"tabula","AUCell","full61","endothelial cell of artery",0.159925136612022,200
"tabula","AUCell","full61","endothelial cell of lymphatic vessel",0.143694098360656,200
"tabula","AUCell","full61","endothelial cell of vascular tree",0.108266775956284,200
"tabula","AUCell","full61","enterocyte of epithelium of large intestine",0.121539918032787,200
"tabula","AUCell","full61","enterocyte of epithelium proper of duodenum",0.14856412568306,200
"tabula","AUCell","full61","enterocyte of epithelium proper of ileum",0.152905628415301,200
"tabula","AUCell","full61","enterocyte of epithelium proper of small intestine",0.108038224043716,200
"tabula","AUCell","full61","enteroglial cell",0.135305300546448,200
"tabula","AUCell","full61","epithelial cell",0.11633631147541,200
"tabula","AUCell","full61","epithelial cell of uterus",0.124651994535519,200
"tabula","AUCell","full61","erythrocyte",0.0576743442622951,200
"tabula","AUCell","full61","erythroid progenitor cell",0.120433224043716,200
"tabula","AUCell","full61","eye photoreceptor cell",0.106678415300546,200
"tabula","AUCell","full61","fibroblast",0.138353360655738,200
"tabula","AUCell","full61","fibroblast of breast",0.138859781420765,200
"tabula","AUCell","full61","fibroblast of cardiac tissue",0.159606830601093,200
"tabula","AUCell","full61","gamma-delta T cell",0.170237786885246,200
"tabula","AUCell","full61","granulocyte",0.146700928961749,200
"tabula","AUCell","full61","hematopoietic precursor cell",0.189527732240437,200
"tabula","AUCell","full61","hematopoietic stem cell",0.163389535519126,200
"tabula","AUCell","full61","hepatocyte",0.110331092896175,200
"tabula","AUCell","full61","innate lymphoid cell",0.104341147540984,200
"tabula","AUCell","full61","intermediate monocyte",0.194896557377049,200
"tabula","AUCell","full61","intestinal crypt stem cell of colon",0.130148852459016,200
"tabula","AUCell","full61","intestinal crypt stem cell of small intestine",0.133873005464481,200
"tabula","AUCell","full61","intrahepatic cholangiocyte",0.122882322404372,200
"tabula","AUCell","full61","keratocyte",0.142199699453552,200
"tabula","AUCell","full61","kidney epithelial cell",0.122947923497268,200
"tabula","AUCell","full61","large intestine goblet cell",0.136235573770492,200
"tabula","AUCell","full61","luminal cell of prostate epithelium",0.119608797814208,200
"tabula","AUCell","full61","luminal epithelial cell of mammary gland",0.127169316939891,200
"tabula","AUCell","full61","lung multiciliated epithelial cell",0.124882103825137,200
"tabula","AUCell","full61","macrophage",0.167053961748634,200
"tabula","AUCell","full61","mast cell",0.151795956284153,200
"tabula","AUCell","full61","mature NK T cell",0.167014918032787,200
"tabula","AUCell","full61","mesenchymal stem cell",0.141170273224044,200
"tabula","AUCell","full61","mesenchymal stem cell of adipose tissue",0.135438196721311,200
"tabula","AUCell","full61","monocyte",0.194950355191257,200
"tabula","AUCell","full61","mononuclear phagocyte",0.173049262295082,200
"tabula","AUCell","full61","Mueller cell",0.121746174863388,200
"tabula","AUCell","full61","multiciliated columnar cell of tracheobronchial tree",0.113829863387978,200
"tabula","AUCell","full61","mural cell",0.180245819672131,200
"tabula","AUCell","full61","myeloid dendritic cell",0.157889890710383,200
"tabula","AUCell","full61","myeloid leukocyte",0.160741803278689,200
"tabula","AUCell","full61","myofibroblast cell",0.170335792349727,200
"tabula","AUCell","full61","myometrial cell",0.175432404371585,200
"tabula","AUCell","full61","naive thymus-derived CD4-positive, alpha-beta T cell",0.152110601092896,200
"tabula","AUCell","full61","naive thymus-derived CD8-positive, alpha-beta T cell",0.166569344262295,200
"tabula","AUCell","full61","natural killer cell",0.174455765027322,200
"tabula","AUCell","full61","neutrophil",0.173859590163934,200
"tabula","AUCell","full61","non-classical monocyte",0.188818633879781,200
"tabula","AUCell","full61","pancreatic acinar cell",0.12499043715847,200
"tabula","AUCell","full61","pancreatic ductal cell",0.156972650273224,200
"tabula","AUCell","full61","paneth cell of epithelium of small intestine",0.143871557377049,200
"tabula","AUCell","full61","pericyte",0.169208825136612,200
"tabula","AUCell","full61","plasma cell",0.106417431693989,200
"tabula","AUCell","full61","progenitor cell of mammary luminal epithelium",0.109150027322404,200
"tabula","AUCell","full61","pulmonary alveolar type 1 cell",0.126987950819672,200
"tabula","AUCell","full61","pulmonary alveolar type 2 cell",0.147412486338798,200
"tabula","AUCell","full61","regular atrial cardiac myocyte",0.137057076502732,200
"tabula","AUCell","full61","regulatory T cell",0.136303387978142,200
"tabula","AUCell","full61","respiratory tract goblet cell",0.126325054644809,200
"tabula","AUCell","full61","retinal blood vessel endothelial cell",0.146202950819672,200
"tabula","AUCell","full61","salivary gland cell",0.121653032786885,200
"tabula","AUCell","full61","skeletal muscle satellite stem cell",0.111609371584699,200
"tabula","AUCell","full61","small intestine goblet cell",0.143132841530055,200
"tabula","AUCell","full61","smooth muscle cell",0.160439672131148,200
"tabula","AUCell","full61","spermatid",0.100000683060109,200
"tabula","AUCell","full61","spermatocyte",0.0993228142076503,200
"tabula","AUCell","full61","stratified squamous epithelial cell",0.112060546448087,200
"tabula","AUCell","full61","stromal cell",0.11718393442623,200
"tabula","AUCell","full61","stromal cell of ovary",0.126826202185792,200
"tabula","AUCell","full61","T cell",0.147247049180328,200
"tabula","AUCell","full61","theca cell",0.14824393442623,200
"tabula","AUCell","full61","thymic fibroblast type 1",0.134841885245902,200
"tabula","AUCell","full61","thymic fibroblast type 2",0.140403715846995,200
"tabula","AUCell","full61","tissue-resident macrophage",0.165384890710383,200
"tabula","AUCell","full61","vascular associated smooth muscle cell",0.150032868852459,200
"tabula","AUCell","full61","vein endothelial cell",0.142401448087432,200
"tabula","AUCell","full61","ventricular cardiac muscle cell",0.128215054644809,200
"tabula","JASMINE","minimal8","acinar cell",0.0518276177550644,200
"tabula","JASMINE","minimal8","acinar cell of salivary gland",0.0409680324694807,200
"tabula","JASMINE","minimal8","activated CD4-positive, alpha-beta T cell",0.0596442053250005,200
"tabula","JASMINE","minimal8","activated CD8-positive, alpha-beta T cell",0.0867889512620207,200
"tabula","JASMINE","minimal8","adventitial cell",0.0606053448305609,200
"tabula","JASMINE","minimal8","alveolar adventitial fibroblast",0.130242440982113,200
"tabula","JASMINE","minimal8","B cell",0.0225040523730829,200
"tabula","JASMINE","minimal8","basal cell",0.150574993643792,200
"tabula","JASMINE","minimal8","basal cell of prostate epithelium",0.117155813672094,200
"tabula","JASMINE","minimal8","basophil",0.090475572290304,200
"tabula","JASMINE","minimal8","BEST4+ enterocyte",0.292650617635012,200
"tabula","JASMINE","minimal8","bladder urothelial cell",0.136555068528135,200
"tabula","JASMINE","minimal8","blood vessel smooth muscle cell",0.177503019883915,200
"tabula","JASMINE","minimal8","capillary endothelial cell",0.100685168500748,200
"tabula","JASMINE","minimal8","cardiac endothelial cell",0.13176466725361,200
"tabula","JASMINE","minimal8","CD4-positive, alpha-beta T cell",0.0333346201793649,200
"tabula","JASMINE","minimal8","CD4-positive, alpha-beta thymocyte",0.0454782025557938,200
"tabula","JASMINE","minimal8","CD8-positive, alpha-beta T cell",0.0671162534222703,200
"tabula","JASMINE","minimal8","CD8-positive, alpha-beta thymocyte",0.0298115738872804,200
"tabula","JASMINE","minimal8","classical monocyte",0.0285767481811084,200
"tabula","JASMINE","minimal8","club cell",0.0629302645906901,200
"tabula","JASMINE","minimal8","conjunctival epithelial cell",0.184194914134089,200
"tabula","JASMINE","minimal8","corneal epithelial cell",0.255372553034457,200
"tabula","JASMINE","minimal8","duct epithelial cell",0.0593604223652422,200
"tabula","JASMINE","minimal8","endothelial cell",0.0912526942220275,200
"tabula","JASMINE","minimal8","endothelial cell of artery",0.0916456120673881,200
"tabula","JASMINE","minimal8","endothelial cell of lymphatic vessel",0.0750811375064779,200
"tabula","JASMINE","minimal8","endothelial cell of vascular tree",0.0374024627691514,200
"tabula","JASMINE","minimal8","enterocyte of epithelium of large intestine",0.107858779695123,200
"tabula","JASMINE","minimal8","enterocyte of epithelium proper of duodenum",0.246368369700093,200
"tabula","JASMINE","minimal8","enterocyte of epithelium proper of ileum",0.215220972973166,200
"tabula","JASMINE","minimal8","enterocyte of epithelium proper of small intestine",0.162919355004403,200
"tabula","JASMINE","minimal8","enteroglial cell",0.0285187988936019,200
"tabula","JASMINE","minimal8","epithelial cell",0.0513420151508176,200
"tabula","JASMINE","minimal8","epithelial cell of uterus",0.177577163450349,200
"tabula","JASMINE","minimal8","erythrocyte",0.0188684933062795,200
"tabula","JASMINE","minimal8","erythroid progenitor cell",0.109220015451137,200
"tabula","JASMINE","minimal8","eye photoreceptor cell",0.0557209724424929,200
"tabula","JASMINE","minimal8","fibroblast",0.108143073030287,200
"tabula","JASMINE","minimal8","fibroblast of breast",0.0869566139902614,200
"tabula","JASMINE","minimal8","fibroblast of cardiac tissue",0.15824735495669,200
"tabula","JASMINE","minimal8","gamma-delta T cell",0.0828726226480814,200
"tabula","JASMINE","minimal8","granulocyte",0.076667802908196,200
"tabula","JASMINE","minimal8","hematopoietic precursor cell",0.0741460767961871,200
"tabula","JASMINE","minimal8","hematopoietic stem cell",0.214371300530989,200
"tabula","JASMINE","minimal8","hepatocyte",0.211259395634777,200
"tabula","JASMINE","minimal8","innate lymphoid cell",0.076421973877144,200
"tabula","JASMINE","minimal8","intermediate monocyte",0.0166287815207626,200
"tabula","JASMINE","minimal8","intestinal crypt stem cell of colon",0.0937616189336499,200
"tabula","JASMINE","minimal8","intestinal crypt stem cell of small intestine",0.217810103306257,200
"tabula","JASMINE","minimal8","intrahepatic cholangiocyte",0.150092680033461,200
"tabula","JASMINE","minimal8","keratocyte",0.0643475727531309,200
"tabula","JASMINE","minimal8","kidney epithelial cell",0.087571181064644,200
"tabula","JASMINE","minimal8","large intestine goblet cell",0.0809931848819697,200
"tabula","JASMINE","minimal8","luminal cell of prostate epithelium",0.092274370733475,200
"tabula","JASMINE","minimal8","luminal epithelial cell of mammary gland",0.0587067503171192,200
"tabula","JASMINE","minimal8","lung multiciliated epithelial cell",0.122785122353191,200
"tabula","JASMINE","minimal8","macrophage",0.0276596408044665,200
"tabula","JASMINE","minimal8","mast cell",0.0981228009428768,200
"tabula","JASMINE","minimal8","mature NK T cell",0.0384279632656278,200
"tabula","JASMINE","minimal8","mesenchymal stem cell",0.109780457159339,200
"tabula","JASMINE","minimal8","mesenchymal stem cell of adipose tissue",0.0887517805885633,200
"tabula","JASMINE","minimal8","monocyte",0.0320752346483971,200
"tabula","JASMINE","minimal8","mononuclear phagocyte",0.0267208403536804,200
"tabula","JASMINE","minimal8","Mueller cell",0.164086632578715,200
"tabula","JASMINE","minimal8","multiciliated columnar cell of tracheobronchial tree",0.0979984582267118,200
"tabula","JASMINE","minimal8","mural cell",0.278677205771201,200
"tabula","JASMINE","minimal8","myeloid dendritic cell",0.0414797278279071,200
"tabula","JASMINE","minimal8","myeloid leukocyte",0.0402300381253026,200
"tabula","JASMINE","minimal8","myofibroblast cell",0.222922870516447,200
"tabula","JASMINE","minimal8","myometrial cell",0.152006471067483,200
"tabula","JASMINE","minimal8","naive thymus-derived CD4-positive, alpha-beta T cell",0.0478283796987964,200
"tabula","JASMINE","minimal8","naive thymus-derived CD8-positive, alpha-beta T cell",0.0692016440096509,200
"tabula","JASMINE","minimal8","natural killer cell",0.0401823560217373,200
"tabula","JASMINE","minimal8","neutrophil",0.0226077467235231,200
"tabula","JASMINE","minimal8","non-classical monocyte",0.0240428366220305,200
"tabula","JASMINE","minimal8","pancreatic acinar cell",0.085269124435021,200
"tabula","JASMINE","minimal8","pancreatic ductal cell",0.211239871108402,200
"tabula","JASMINE","minimal8","paneth cell of epithelium of small intestine",0.184939628818644,200
"tabula","JASMINE","minimal8","pericyte",0.224821251765585,200
"tabula","JASMINE","minimal8","plasma cell",0.0177670387430903,200
"tabula","JASMINE","minimal8","progenitor cell of mammary luminal epithelium",0.0477958434052538,200
"tabula","JASMINE","minimal8","pulmonary alveolar type 1 cell",0.0371628568930376,200
"tabula","JASMINE","minimal8","pulmonary alveolar type 2 cell",0.0721250698233915,200
"tabula","JASMINE","minimal8","regular atrial cardiac myocyte",0.145208618609867,200
"tabula","JASMINE","minimal8","regulatory T cell",0.0186077873417095,200
"tabula","JASMINE","minimal8","respiratory tract goblet cell",0.101786479669286,200
"tabula","JASMINE","minimal8","retinal blood vessel endothelial cell",0.0628951943661394,200
"tabula","JASMINE","minimal8","salivary gland cell",0.0735248902594913,200
"tabula","JASMINE","minimal8","skeletal muscle satellite stem cell",0.088648635167245,200
"tabula","JASMINE","minimal8","small intestine goblet cell",0.164768067115905,200
"tabula","JASMINE","minimal8","smooth muscle cell",0.239647295375769,200
"tabula","JASMINE","minimal8","spermatid",0.116969519960918,200
"tabula","JASMINE","minimal8","spermatocyte",0.261454677654951,200
"tabula","JASMINE","minimal8","stratified squamous epithelial cell",0.183125075651507,200
"tabula","JASMINE","minimal8","stromal cell",0.111207952556352,200
"tabula","JASMINE","minimal8","stromal cell of ovary",0.0925588673358987,200
"tabula","JASMINE","minimal8","T cell",0.0855596931892565,200
"tabula","JASMINE","minimal8","theca cell",0.141692647694618,200
"tabula","JASMINE","minimal8","thymic fibroblast type 1",0.0775003136371814,200
"tabula","JASMINE","minimal8","thymic fibroblast type 2",0.0379546918158868,200
"tabula","JASMINE","minimal8","tissue-resident macrophage",0.0764595463670974,200
"tabula","JASMINE","minimal8","vascular associated smooth muscle cell",0.142473852546994,200
"tabula","JASMINE","minimal8","vein endothelial cell",0.0966059768886563,200
"tabula","JASMINE","minimal8","ventricular cardiac muscle cell",0.119254842627615,200
"tabula","JASMINE","full61","acinar cell",0.388439721235221,200
"tabula","JASMINE","full61","acinar cell of salivary gland",0.428638740244552,200
"tabula","JASMINE","full61","activated CD4-positive, alpha-beta T cell",0.460994270309797,200
"tabula","JASMINE","full61","activated CD8-positive, alpha-beta T cell",0.480064215816817,200
"tabula","JASMINE","full61","adventitial cell",0.413171811041341,200
"tabula","JASMINE","full61","alveolar adventitial fibroblast",0.455145703594798,200
"tabula","JASMINE","full61","B cell",0.43508356904739,200
"tabula","JASMINE","full61","basal cell",0.403900728935812,200
"tabula","JASMINE","full61","basal cell of prostate epithelium",0.437039043551617,200
"tabula","JASMINE","full61","basophil",0.470902499529222,200
"tabula","JASMINE","full61","BEST4+ enterocyte",0.466330551754074,200
"tabula","JASMINE","full61","bladder urothelial cell",0.444556872334122,200
"tabula","JASMINE","full61","blood vessel smooth muscle cell",0.477744835610473,200
"tabula","JASMINE","full61","capillary endothelial cell",0.461282237408699,200
"tabula","JASMINE","full61","cardiac endothelial cell",0.47683855328065,200
"tabula","JASMINE","full61","CD4-positive, alpha-beta T cell",0.45525912686603,200
"tabula","JASMINE","full61","CD4-positive, alpha-beta thymocyte",0.44812401814968,200
"tabula","JASMINE","full61","CD8-positive, alpha-beta T cell",0.475310320356029,200
"tabula","JASMINE","full61","CD8-positive, alpha-beta thymocyte",0.445767515220665,200
"tabula","JASMINE","full61","classical monocyte",0.520981180235367,200
