dataset,source_label,group,group_normalized,gene,n_cells,pct_expressing,mean_expression
HBCA non-neuronal,roi,Human HTHpo,human hthpo,ADORA2B,1722,4.29732868757259,0.051103368401527405
HBCA non-neuronal,roi,Human HTHpo,human hthpo,ADORA3,1722,0.0,0.0
HBCA non-neuronal,roi,Human HTHpo-HTHso,human hthpo-hthso,ADORA1,2019,12.67954432887568,0.1505695879459381
HBCA non-neuronal,roi,Human HTHpo-HTHso,human hthpo-hthso,ADORA2A,2019,0.5943536404160475,0.005943536292761564
HBCA non-neuronal,roi,Human HTHpo-HTHso,human hthpo-hthso,ADORA2B,2019,0.6438831104507181,0.007429420482367277
HBCA non-neuronal,roi,Human HTHpo-HTHso,human hthpo-hthso,ADORA3,2019,0.0,0.0
HBCA non-neuronal,roi,Human HTHso,human hthso,ADORA1,3013,16.495187520743446,0.19980086386203766
HBCA non-neuronal,roi,Human HTHso,human hthso,ADORA2A,3013,0.9293063391968137,0.009624958969652653
HBCA non-neuronal,roi,Human HTHso,human hthso,ADORA2B,3013,10.255559243279123,0.12612015008926392
HBCA non-neuronal,roi,Human HTHso,human hthso,ADORA3,3013,0.0,0.0
HBCA non-neuronal,roi,Human HTHso-HTHtub,human hthso-hthtub,ADORA1,1247,19.0056134723336,0.24057738482952118
HBCA non-neuronal,roi,Human HTHso-HTHtub,human hthso-hthtub,ADORA2A,1247,0.08019246190858059,0.0008019246160984039
HBCA non-neuronal,roi,Human HTHso-HTHtub,human hthso-hthtub,ADORA2B,1247,2.405773857257418,0.033680833876132965
HBCA non-neuronal,roi,Human HTHso-HTHtub,human hthso-hthtub,ADORA3,1247,0.08019246190858059,0.0008019246160984039
HBCA non-neuronal,roi,Human HTHtub,human hthtub,ADORA1,2166,15.189289012003693,0.19252078235149384
HBCA non-neuronal,roi,Human HTHtub,human hthtub,ADORA2A,2166,0.6001846722068329,0.006001846864819527
HBCA non-neuronal,roi,Human HTHtub,human hthtub,ADORA2B,2166,0.6925207756232686,0.007848569191992283
HBCA non-neuronal,roi,Human HTHtub,human hthtub,ADORA3,2166,0.0,0.0
HBCA non-neuronal,roi,Human IC,human ic,ADORA1,4290,19.953379953379955,0.2594405710697174
HBCA non-neuronal,roi,Human IC,human ic,ADORA2A,4290,0.7226107226107227,0.007459207437932491
HBCA non-neuronal,roi,Human IC,human ic,ADORA2B,4290,0.9557109557109558,0.010722611099481583
HBCA non-neuronal,roi,Human IC,human ic,ADORA3,4290,0.0,0.0
HBCA non-neuronal,roi,Human IO,human io,ADORA1,11015,9.58692691783931,0.11012256145477295
HBCA non-neuronal,roi,Human IO,human io,ADORA2A,11015,0.34498411257376305,0.0036314118187874556
HBCA non-neuronal,roi,Human IO,human io,ADORA2B,11015,0.5174761688606446,0.005537902936339378
HBCA non-neuronal,roi,Human IO,human io,ADORA3,11015,0.027235587834770765,0.00027235588640905917
HBCA non-neuronal,roi,Human ITG,human itg,ADORA1,2911,17.073170731707318,0.21092407405376434
HBCA non-neuronal,roi,Human ITG,human itg,ADORA2A,2911,0.7214015802129852,0.007214015815407038
HBCA non-neuronal,roi,Human ITG,human itg,ADORA2B,2911,8.07282720714531,0.10889728367328644
HBCA non-neuronal,roi,Human ITG,human itg,ADORA3,2911,0.0,0.0
HBCA non-neuronal,roi,Human Idg,human idg,ADORA1,3241,19.376735575439678,0.2366553544998169
HBCA non-neuronal,roi,Human Idg,human idg,ADORA2A,3241,0.2776920703486578,0.002776920795440674
HBCA non-neuronal,roi,Human Idg,human idg,ADORA2B,3241,7.250848503548288,0.09102129191160202
HBCA non-neuronal,roi,Human Idg,human idg,ADORA3,3241,0.030854674483184203,0.0003085467324126512
HBCA non-neuronal,roi,Human Ig,human ig,ADORA1,3617,17.721868952170308,0.22145424783229828
HBCA non-neuronal,roi,Human Ig,human ig,ADORA2A,3617,0.525297207630633,0.00525297224521637
HBCA non-neuronal,roi,Human Ig,human ig,ADORA2B,3617,7.077688692286426,0.08985347300767899
HBCA non-neuronal,roi,Human Ig,human ig,ADORA3,3617,0.02764722145424385,0.00027647221577353776
HBCA non-neuronal,roi,Human LEC,human lec,ADORA1,2878,17.19944405837387,0.2168172299861908
HBCA non-neuronal,roi,Human LEC,human lec,ADORA2A,2878,0.3127171646977068,0.003822098718956113
HBCA non-neuronal,roi,Human LEC,human lec,ADORA2B,2878,5.837387074357193,0.07123002409934998
HBCA non-neuronal,roi,Human LEC,human lec,ADORA3,2878,0.0,0.0
HBCA non-neuronal,roi,Human LG,human lg,ADORA1,8595,12.635253054101222,0.14659686386585236
HBCA non-neuronal,roi,Human LG,human lg,ADORA2A,8595,1.0122164048865618,0.010587550699710846
HBCA non-neuronal,roi,Human LG,human lg,ADORA2B,8595,0.9307737056428156,0.009889470413327217
HBCA non-neuronal,roi,Human LG,human lg,ADORA3,8595,0.011634671320535195,0.00011634671682259068
HBCA non-neuronal,roi,Human LP,human lp,ADORA1,13608,8.715461493239271,0.09619341790676117
HBCA non-neuronal,roi,Human LP,human lp,ADORA2A,13608,0.30864197530864196,0.003233392024412751
HBCA non-neuronal,roi,Human LP,human lp,ADORA2B,13608,0.8450911228689008,0.009406231343746185
HBCA non-neuronal,roi,Human LP,human lp,ADORA3,13608,0.0,0.0
HBCA non-neuronal,roi,Human LP-VPL,human lp-vpl,ADORA1,16179,35.144322887693924,0.5228382349014282
HBCA non-neuronal,roi,Human LP-VPL,human lp-vpl,ADORA2A,16179,0.9580320168119166,0.010816490277647972
HBCA non-neuronal,roi,Human LP-VPL,human lp-vpl,ADORA2B,16179,0.6180851721367204,0.0074788304045796394
HBCA non-neuronal,roi,Human LP-VPL,human lp-vpl,ADORA3,16179,0.0,0.0
HBCA non-neuronal,roi,Human La,human la,ADORA1,4420,13.416289592760181,0.15882353484630585
HBCA non-neuronal,roi,Human La,human la,ADORA2A,4420,0.24886877828054296,0.0024886878672987223
HBCA non-neuronal,roi,Human La,human la,ADORA2B,4420,1.6742081447963801,0.0194570142775774
HBCA non-neuronal,roi,Human La,human la,ADORA3,4420,0.0,0.0
HBCA non-neuronal,roi,Human M1C,human m1c,ADORA1,6320,12.68987341772152,0.1460442990064621
HBCA non-neuronal,roi,Human M1C,human m1c,ADORA2A,6320,0.5221518987341772,0.005537974648177624
HBCA non-neuronal,roi,Human M1C,human m1c,ADORA2B,6320,2.5158227848101267,0.027848102152347565
HBCA non-neuronal,roi,Human M1C,human m1c,ADORA3,6320,0.0,0.0
HBCA non-neuronal,roi,Human MD,human md,ADORA1,3396,16.28386336866902,0.20376914739608765
HBCA non-neuronal,roi,Human MD,human md,ADORA2A,3396,0.8539458186101295,0.010306242853403091
HBCA non-neuronal,roi,Human MD,human md,ADORA2B,3396,1.8551236749116609,0.019434629008173943
HBCA non-neuronal,roi,Human MD,human md,ADORA3,3396,0.029446407538280327,0.0002944640873465687
HBCA non-neuronal,roi,Human MD-Re,human md-re,ADORA1,4439,26.312232484793874,0.3570623993873596
HBCA non-neuronal,roi,Human MD-Re,human md-re,ADORA2A,4439,1.1489074115791844,0.013066005893051624
HBCA non-neuronal,roi,Human MD-Re,human md-re,ADORA2B,4439,1.5994593376886685,0.019373733550310135
HBCA non-neuronal,roi,Human MD-Re,human md-re,ADORA3,4439,0.022527596305474205,0.00022527595865540206
HBCA non-neuronal,roi,Human MEC,human mec,ADORA1,3480,13.620689655172413,0.16379310190677643
HBCA non-neuronal,roi,Human MEC,human mec,ADORA2A,3480,0.3735632183908046,0.0037356321699917316
HBCA non-neuronal,roi,Human MEC,human mec,ADORA2B,3480,5.948275862068965,0.0752873569726944
HBCA non-neuronal,roi,Human MEC,human mec,ADORA3,3480,0.0,0.0
HBCA non-neuronal,roi,Human MG,human mg,ADORA1,3691,13.790300731509076,0.16255757212638855
HBCA non-neuronal,roi,Human MG,human mg,ADORA2A,3691,0.2438363587103766,0.002709292806684971
HBCA non-neuronal,roi,Human MG,human mg,ADORA2B,3691,0.3793010024383636,0.0037930100224912167
HBCA non-neuronal,roi,Human MG,human mg,ADORA3,3691,0.0,0.0
HBCA non-neuronal,roi,Human MN,human mn,ADORA1,10739,18.7913213520812,0.2552379071712494
HBCA non-neuronal,roi,Human MN,human mn,ADORA2A,10739,0.6518297793090605,0.00661141611635685
HBCA non-neuronal,roi,Human MN,human mn,ADORA2B,10739,1.0429276468944968,0.013036595657467842
HBCA non-neuronal,roi,Human MN,human mn,ADORA3,10739,0.027935561970388306,0.00027935561956837773
HBCA non-neuronal,roi,Human MTG,human mtg,ADORA1,22134,17.186229330441854,0.21003885567188263
HBCA non-neuronal,roi,Human MTG,human mtg,ADORA2A,22134,0.5511882172223729,0.006144393235445023
HBCA non-neuronal,roi,Human MTG,human mtg,ADORA2B,22134,5.647420258425951,0.06993765383958817
HBCA non-neuronal,roi,Human MTG,human mtg,ADORA3,22134,0.009035872413481522,9.035872062668204e-05
HBCA non-neuronal,roi,Human MoAN,human moan,ADORA1,11580,7.340241796200346,0.0854058712720871
HBCA non-neuronal,roi,Human MoAN,human moan,ADORA2A,11580,0.4058721934369603,0.00431778933852911
HBCA non-neuronal,roi,Human MoAN,human moan,ADORA2B,11580,0.932642487046632,0.010103627108037472
HBCA non-neuronal,roi,Human MoAN,human moan,ADORA3,11580,0.0,0.0
HBCA non-neuronal,roi,Human MoRF-MoEN,human morf-moen,ADORA1,9086,19.656614571868808,0.25038519501686096
HBCA non-neuronal,roi,Human MoRF-MoEN,human morf-moen,ADORA2A,9086,0.8254457406999779,0.008914814330637455
HBCA non-neuronal,roi,Human MoRF-MoEN,human morf-moen,ADORA2B,9086,1.0565705480959717,0.011886418797075748
HBCA non-neuronal,roi,Human MoRF-MoEN,human morf-moen,ADORA3,9086,0.0,0.0
HBCA non-neuronal,roi,Human MoSR,human mosr,ADORA1,6454,5.469476293771304,0.06290672719478607
HBCA non-neuronal,roi,Human MoSR,human mosr,ADORA2A,6454,0.26340254105980787,0.0026340254116803408
HBCA non-neuronal,roi,Human MoSR,human mosr,ADORA2B,6454,0.4028509451502944,0.004183452110737562
HBCA non-neuronal,roi,Human MoSR,human mosr,ADORA3,6454,0.0,0.0
HBCA non-neuronal,roi,Human NAC,human nac,ADORA1,2720,15.992647058823529,0.20110294222831726
HBCA non-neuronal,roi,Human NAC,human nac,ADORA2A,2720,2.1323529411764706,0.02242647111415863
HBCA non-neuronal,roi,Human NAC,human nac,ADORA2B,2720,5.147058823529411,0.06507352739572525
HBCA non-neuronal,roi,Human NAC,human nac,ADORA3,2720,0.0,0.0
HBCA non-neuronal,roi,Human PAG,human pag,ADORA1,17187,24.914179321580264,0.33007505536079407
HBCA non-neuronal,roi,Human PAG,human pag,ADORA2A,17187,0.605108512247629,0.0061674523167312145
HBCA non-neuronal,roi,Human PAG,human pag,ADORA2B,17187,0.7098388316751033,0.007912957109510899
HBCA non-neuronal,roi,Human PAG,human pag,ADORA3,17187,0.017455053237912375,0.00017455052875448018
HBCA non-neuronal,roi,Human PAG-DR,human pag-dr,ADORA1,3406,18.408690546095126,0.23253083229064941
HBCA non-neuronal,roi,Human PAG-DR,human pag-dr,ADORA2A,3406,0.5284791544333529,0.005578391253948212
HBCA non-neuronal,roi,Human PAG-DR,human pag-dr,ADORA2B,3406,1.0569583088667058,0.012331180274486542
HBCA non-neuronal,roi,Human PAG-DR,human pag-dr,ADORA3,3406,0.0,0.0
HBCA non-neuronal,roi,Human PB,human pb,ADORA1,8575,14.96209912536443,0.18425655364990234
HBCA non-neuronal,roi,Human PB,human pb,ADORA2A,8575,0.3848396501457726,0.0039650145918130875
HBCA non-neuronal,roi,Human PB,human pb,ADORA2B,8575,0.9212827988338192,0.009912536479532719
HBCA non-neuronal,roi,Human PB,human pb,ADORA3,8575,0.011661807580174927,0.00011661807366181165
HBCA non-neuronal,roi,Human PN,human pn,ADORA1,15355,24.69553891240638,0.3409312963485718
HBCA non-neuronal,roi,Human PN,human pn,ADORA2A,15355,0.9247802018886355,0.009833930060267448
HBCA non-neuronal,roi,Human PN,human pn,ADORA2B,15355,0.5144903940084663,0.00560078164562583
HBCA non-neuronal,roi,Human PN,human pn,ADORA3,15355,0.013025073266037123,0.00013025072985328734
HBCA non-neuronal,roi,Human PTR,human ptr,ADORA1,2285,13.522975929978118,0.16849015653133392
HBCA non-neuronal,roi,Human PTR,human ptr,ADORA2A,2285,0.612691466083151,0.0065645514987409115
HBCA non-neuronal,roi,Human PTR,human ptr,ADORA2B,2285,1.400437636761488,0.016192561015486717
HBCA non-neuronal,roi,Human PTR,human ptr,ADORA3,2285,0.0,0.0
HBCA non-neuronal,roi,Human Pir,human pir,ADORA1,4755,18.46477392218717,0.23722396790981293
HBCA non-neuronal,roi,Human Pir,human pir,ADORA2A,4755,0.7150368033648791,0.007570977788418531
HBCA non-neuronal,roi,Human Pir,human pir,ADORA2B,4755,4.374342797055731,0.05573080852627754
HBCA non-neuronal,roi,Human Pir,human pir,ADORA3,4755,0.0,0.0
HBCA non-neuronal,roi,Human PnAN,human pnan,ADORA1,9651,12.610092218422961,0.15169411897659302
HBCA non-neuronal,roi,Human PnAN,human pnan,ADORA2A,9651,0.41446482229820747,0.0045591131784021854
HBCA non-neuronal,roi,Human PnAN,human pnan,ADORA2B,9651,0.8703761268262356,0.010154387913644314
HBCA non-neuronal,roi,Human PnAN,human pnan,ADORA3,9651,0.010361620557455186,0.00010361620661569759
HBCA non-neuronal,roi,Human PnEN,human pnen,ADORA1,22144,9.524024566473988,0.10996206849813461
HBCA non-neuronal,roi,Human PnEN,human pnen,ADORA2A,22144,0.5057803468208093,0.005419075023382902
HBCA non-neuronal,roi,Human PnEN,human pnen,ADORA2B,22144,0.41094653179190754,0.004290101118385792
HBCA non-neuronal,roi,Human PnEN,human pnen,ADORA3,22144,0.00903179190751445,9.03179170563817e-05
HBCA non-neuronal,roi,Human PnRF,human pnrf,ADORA1,33322,17.465938419062482,0.21535322070121765
HBCA non-neuronal,roi,Human PnRF,human pnrf,ADORA2A,33322,0.5881999879959185,0.0063021425157785416
HBCA non-neuronal,roi,Human PnRF,human pnrf,ADORA2B,33322,0.5942020286897545,0.006272132508456707
HBCA non-neuronal,roi,Human PnRF,human pnrf,ADORA3,33322,0.012004081387671808,0.00012004081509076059
HBCA non-neuronal,roi,Human Pro,human pro,ADORA1,2760,16.992753623188406,0.2188405841588974
HBCA non-neuronal,roi,Human Pro,human pro,ADORA2A,2760,0.5072463768115941,0.005434782709926367
HBCA non-neuronal,roi,Human Pro,human pro,ADORA2B,2760,4.565217391304348,0.056521739810705185
HBCA non-neuronal,roi,Human Pro,human pro,ADORA3,2760,0.0,0.0
HBCA non-neuronal,roi,Human Pu,human pu,ADORA1,3675,15.292517006802722,0.18557822704315186
HBCA non-neuronal,roi,Human Pu,human pu,ADORA2A,3675,3.6734693877551026,0.03891156613826752
HBCA non-neuronal,roi,Human Pu,human pu,ADORA2B,3675,3.8095238095238098,0.045986395329236984
HBCA non-neuronal,roi,Human Pu,human pu,ADORA3,3675,0.0,0.0
HBCA non-neuronal,roi,Human Pul,human pul,ADORA1,15945,13.759799310128567,0.1673251837491989
HBCA non-neuronal,roi,Human Pul,human pul,ADORA2A,15945,0.783944810285356,0.008654750883579254
HBCA non-neuronal,roi,Human Pul,human pul,ADORA2B,15945,1.317027281279398,0.014675446785986423
HBCA non-neuronal,roi,Human Pul,human pul,ADORA3,15945,0.0062715584822828465,6.271558231674135e-05
HBCA non-neuronal,roi,Human RN,human rn,ADORA1,2973,12.008072653884964,0.13622602820396423
HBCA non-neuronal,roi,Human RN,human rn,ADORA2A,2973,0.3699966363942146,0.003699966473504901
HBCA non-neuronal,roi,Human RN,human rn,ADORA2B,2973,0.4709048099562731,0.005045408848673105
HBCA non-neuronal,roi,Human RN,human rn,ADORA3,2973,0.0,0.0
HBCA non-neuronal,roi,Human S1C,human s1c,ADORA1,2726,17.828319882611883,0.2281731516122818
HBCA non-neuronal,roi,Human S1C,human s1c,ADORA2A,2726,0.36683785766691124,0.00403521629050374
HBCA non-neuronal,roi,Human S1C,human s1c,ADORA2B,2726,4.145267791636097,0.049523111432790756
HBCA non-neuronal,roi,Human S1C,human s1c,ADORA3,2726,0.0,0.0
HBCA non-neuronal,roi,Human SC,human sc,ADORA1,2741,12.769062385990516,0.15505290031433105
HBCA non-neuronal,roi,Human SC,human sc,ADORA2A,2741,0.7661437431594309,0.00948558934032917
HBCA non-neuronal,roi,Human SC,human sc,ADORA2B,2741,1.6052535570959505,0.01751185767352581
HBCA non-neuronal,roi,Human SC,human sc,ADORA3,2741,0.0,0.0
HBCA non-neuronal,roi,Human SEP,human sep,ADORA1,20296,9.859085534095389,0.12746353447437286
HBCA non-neuronal,roi,Human SEP,human sep,ADORA2A,20296,0.5074891604256997,0.00546905817463994
HBCA non-neuronal,roi,Human SEP,human sep,ADORA2B,20296,3.9810800157666533,0.0541485995054245
HBCA non-neuronal,roi,Human SEP,human sep,ADORA3,20296,0.004927079227433977,4.9270791350863874e-05
HBCA non-neuronal,roi,Human SI,human si,ADORA1,4835,18.221302998965875,0.2361944168806076
HBCA non-neuronal,roi,Human SI,human si,ADORA2A,4835,0.9720785935884179,0.010961737483739853
HBCA non-neuronal,roi,Human SI,human si,ADORA2B,4835,4.074457083764219,0.054188210517168045
HBCA non-neuronal,roi,Human SI,human si,ADORA3,4835,0.0,0.0
HBCA non-neuronal,roi,Human SN,human sn,ADORA1,50837,22.566241123591084,0.3123708963394165
HBCA non-neuronal,roi,Human SN,human sn,ADORA2A,50837,0.6530676475795189,0.007101126946508884
HBCA non-neuronal,roi,Human SN,human sn,ADORA2B,50837,0.7651907075555205,0.008419064804911613
HBCA non-neuronal,roi,Human SN,human sn,ADORA3,50837,0.013769498593544071,0.00013769498036708683
HBCA non-neuronal,roi,Human SN-RN,human sn-rn,ADORA1,37737,21.67368895248695,0.2919415831565857
HBCA non-neuronal,roi,Human SN-RN,human sn-rn,ADORA2A,37737,0.7048785012057133,0.00741977384313941
HBCA non-neuronal,roi,Human SN-RN,human sn-rn,ADORA2B,37737,0.7075284203831783,0.007631767075508833
HBCA non-neuronal,roi,Human SN-RN,human sn-rn,ADORA3,37737,0.015899515064790523,0.00015899515710771084
HBCA non-neuronal,roi,Human STG,human stg,ADORA1,13196,17.66444377083965,0.22127917408943176
HBCA non-neuronal,roi,Human STG,human stg,ADORA2A,13196,0.5153076689906032,0.005456198938190937
HBCA non-neuronal,roi,Human STG,human stg,ADORA2B,13196,4.099727190057593,0.04910578951239586
HBCA non-neuronal,roi,Human STG,human stg,ADORA3,13196,0.01515610791148833,0.00015156107838265598
HBCA non-neuronal,roi,Human STH,human sth,ADORA1,19559,9.60683061506212,0.10920803993940353
HBCA non-neuronal,roi,Human STH,human sth,ADORA2A,19559,0.19428396134771717,0.0019939669873565435
HBCA non-neuronal,roi,Human STH,human sth,ADORA2B,19559,0.4039061301702541,0.0042435708455741405
HBCA non-neuronal,roi,Human STH,human sth,ADORA3,19559,0.0,0.0
HBCA non-neuronal,roi,Human SpC,human spc,ADORA1,18152,11.849933891582195,0.14136183261871338
HBCA non-neuronal,roi,Human SpC,human spc,ADORA2A,18152,0.6665932128691053,0.006941383704543114
HBCA non-neuronal,roi,Human SpC,human spc,ADORA2B,18152,0.5178492728074042,0.005619215313345194
HBCA non-neuronal,roi,Human SpC,human spc,ADORA3,18152,0.01652710445130013,0.00016527104889973998
HBCA non-neuronal,roi,Human Sub,human sub,ADORA1,13773,18.50722427938721,0.22950699925422668
HBCA non-neuronal,roi,Human Sub,human sub,ADORA2A,13773,0.5372830901038264,0.005590648390352726
HBCA non-neuronal,roi,Human Sub,human sub,ADORA2B,13773,5.125971102882451,0.06338488310575485
HBCA non-neuronal,roi,Human Sub,human sub,ADORA3,13773,0.007260582298700355,7.260582060553133e-05
HBCA non-neuronal,roi,Human TF,human tf,ADORA1,2486,12.711182622687048,0.1484312117099762
HBCA non-neuronal,roi,Human TF,human tf,ADORA2A,2486,0.2815768302493966,0.00321802101098001
HBCA non-neuronal,roi,Human TF,human tf,ADORA2B,2486,4.827031375703942,0.059131134301424026
HBCA non-neuronal,roi,Human TF,human tf,ADORA3,2486,0.0,0.0
HBCA non-neuronal,roi,Human TH-TL,human th-tl,ADORA1,8423,21.939926392021842,0.2862400710582733
HBCA non-neuronal,roi,Human TH-TL,human th-tl,ADORA2A,8423,0.9379081087498516,0.009972693398594856
HBCA non-neuronal,roi,Human TH-TL,human th-tl,ADORA2B,8423,8.548023269618902,0.1114804670214653
HBCA non-neuronal,roi,Human TH-TL,human th-tl,ADORA3,8423,0.0,0.0
HBCA non-neuronal,roi,Human V1C,human v1c,ADORA1,2872,18.419220055710305,0.23433147370815277
HBCA non-neuronal,roi,Human V1C,human v1c,ADORA2A,2872,0.8356545961002786,0.008704734966158867
HBCA non-neuronal,roi,Human V1C,human v1c,ADORA2B,2872,6.197771587743732,0.07590529322624207
HBCA non-neuronal,roi,Human V1C,human v1c,ADORA3,2872,0.0,0.0
HBCA non-neuronal,roi,Human V2,human v2,ADORA1,2982,18.947015425888665,0.2327297180891037
HBCA non-neuronal,roi,Human V2,human v2,ADORA2A,2982,0.8383635144198525,0.009389671497046947
HBCA non-neuronal,roi,Human V2,human v2,ADORA2B,2982,6.371562709590879,0.07645875215530396
HBCA non-neuronal,roi,Human V2,human v2,ADORA3,2982,0.0,0.0
HBCA non-neuronal,roi,Human VA,human va,ADORA1,4310,29.76798143851508,0.4146171808242798
HBCA non-neuronal,roi,Human VA,human va,ADORA2A,4310,2.2273781902552203,0.0236658938229084
HBCA non-neuronal,roi,Human VA,human va,ADORA2B,4310,1.6937354988399074,0.021577727049589157
HBCA non-neuronal,roi,Human VA,human va,ADORA3,4310,0.0,0.0
HBCA non-neuronal,roi,Human VLN,human vln,ADORA1,12582,12.39866475917978,0.1490224152803421
HBCA non-neuronal,roi,Human VLN,human vln,ADORA2A,12582,0.41328882530599265,0.004371324088424444
HBCA non-neuronal,roi,Human VLN,human vln,ADORA2B,12582,0.7470990303608329,0.008504211902618408
HBCA non-neuronal,roi,Human VLN,human vln,ADORA3,12582,0.0,0.0
HBCA non-neuronal,roi,Human VPL,human vpl,ADORA1,4553,12.189764990116407,0.13771140575408936
HBCA non-neuronal,roi,Human VPL,human vpl,ADORA2A,4553,0.21963540522732264,0.002196354093030095
HBCA non-neuronal,roi,Human VPL,human vpl,ADORA2B,4553,0.5710520535910389,0.006589062046259642
HBCA non-neuronal,roi,Human VPL,human vpl,ADORA3,4553,0.0,0.0
HBCA non-neuronal,supercluster_term,Astrocyte,astrocyte,ADORA1,155025,13.8409933881632,0.17366231977939606
HBCA non-neuronal,supercluster_term,Astrocyte,astrocyte,ADORA2A,155025,0.45347524592807614,0.0046766651794314384
HBCA non-neuronal,supercluster_term,Astrocyte,astrocyte,ADORA2B,155025,10.884696016771489,0.13462990522384644
HBCA non-neuronal,supercluster_term,Astrocyte,astrocyte,ADORA3,155025,0.0,0.0
HBCA non-neuronal,supercluster_term,Bergmann glia,bergmann glia,ADORA1,8041,7.21303320482527,0.08668076246976852
HBCA non-neuronal,supercluster_term,Bergmann glia,bergmann glia,ADORA2A,8041,0.6964307921900261,0.007088670507073402
HBCA non-neuronal,supercluster_term,Bergmann glia,bergmann glia,ADORA2B,8041,17.684367615968164,0.22161422669887543
HBCA non-neuronal,supercluster_term,Bergmann glia,bergmann glia,ADORA3,8041,0.0,0.0
HBCA non-neuronal,supercluster_term,Choroid plexus,choroid plexus,ADORA1,7689,0.7153075822603719,0.007933411747217178
HBCA non-neuronal,supercluster_term,Choroid plexus,choroid plexus,ADORA2A,7689,0.19508388607101051,0.0019508388359099627
HBCA non-neuronal,supercluster_term,Choroid plexus,choroid plexus,ADORA2B,7689,1.7037326050201589,0.020548835396766663
HBCA non-neuronal,supercluster_term,Choroid plexus,choroid plexus,ADORA3,7689,0.0,0.0
HBCA non-neuronal,supercluster_term,Committed oligodendrocyte precursor,committed oligodendrocyte precursor,ADORA1,4720,16.101694915254235,0.21313560009002686
HBCA non-neuronal,supercluster_term,Committed oligodendrocyte precursor,committed oligodendrocyte precursor,ADORA2A,4720,1.0381355932203389,0.010805084370076656
HBCA non-neuronal,supercluster_term,Committed oligodendrocyte precursor,committed oligodendrocyte precursor,ADORA2B,4720,0.2966101694915254,0.003601694945245981
HBCA non-neuronal,supercluster_term,Committed oligodendrocyte precursor,committed oligodendrocyte precursor,ADORA3,4720,0.0211864406779661,0.00021186440426390618
HBCA non-neuronal,supercluster_term,Ependymal,ependymal,ADORA1,5882,3.0431825909554573,0.03451206907629967
HBCA non-neuronal,supercluster_term,Ependymal,ependymal,ADORA2A,5882,0.42502550153009183,0.00493029598146677
HBCA non-neuronal,supercluster_term,Ependymal,ependymal,ADORA2B,5882,0.6290377422645359,0.006630397867411375
HBCA non-neuronal,supercluster_term,Ependymal,ependymal,ADORA3,5882,0.0,0.0
HBCA non-neuronal,supercluster_term,Fibroblast,fibroblast,ADORA1,9156,0.49148099606815204,0.005351681727916002
HBCA non-neuronal,supercluster_term,Fibroblast,fibroblast,ADORA2A,9156,1.9877675840978593,0.0204237662255764
HBCA non-neuronal,supercluster_term,Fibroblast,fibroblast,ADORA2B,9156,4.641764962865881,0.06105286255478859
HBCA non-neuronal,supercluster_term,Fibroblast,fibroblast,ADORA3,9156,0.0,0.0
HBCA non-neuronal,supercluster_term,Microglia,microglia,ADORA1,91838,2.958470349964067,0.03503996133804321
HBCA non-neuronal,supercluster_term,Microglia,microglia,ADORA2A,91838,0.3615061303599817,0.0037566148675978184
HBCA non-neuronal,supercluster_term,Microglia,microglia,ADORA2B,91838,0.13393148805505348,0.001382869784720242
HBCA non-neuronal,supercluster_term,Microglia,microglia,ADORA3,91838,0.1067096408893922,0.0010779851581901312
HBCA non-neuronal,supercluster_term,Oligodendrocyte,oligodendrocyte,ADORA1,490246,20.20291853477642,0.26457738876342773
HBCA non-neuronal,supercluster_term,Oligodendrocyte,oligodendrocyte,ADORA2A,490246,0.48363474663740247,0.004991371650248766
HBCA non-neuronal,supercluster_term,Oligodendrocyte,oligodendrocyte,ADORA2B,490246,0.26190932715412263,0.0026741677429527044
HBCA non-neuronal,supercluster_term,Oligodendrocyte,oligodendrocyte,ADORA3,490246,0.00020397922675554722,2.0397922071424546e-06
HBCA non-neuronal,supercluster_term,Oligodendrocyte precursor,oligodendrocyte precursor,ADORA1,105734,23.35010498042257,0.31160271167755127
HBCA non-neuronal,supercluster_term,Oligodendrocyte precursor,oligodendrocyte precursor,ADORA2A,105734,0.8824030113303195,0.009126676246523857
HBCA non-neuronal,supercluster_term,Oligodendrocyte precursor,oligodendrocyte precursor,ADORA2B,105734,0.31683280685493787,0.0033101935405284166
HBCA non-neuronal,supercluster_term,Oligodendrocyte precursor,oligodendrocyte precursor,ADORA3,105734,0.0,0.0
HBCA non-neuronal,supercluster_term,Vascular,vascular,ADORA1,9932,0.5134917438582359,0.005336286965757608
HBCA non-neuronal,supercluster_term,Vascular,vascular,ADORA2A,9932,12.464760370519533,0.15102697908878326
HBCA non-neuronal,supercluster_term,Vascular,vascular,ADORA2B,9932,6.957309706000806,0.0852799043059349
HBCA non-neuronal,supercluster_term,Vascular,vascular,ADORA3,9932,0.0,0.0
HBCA non-neuronal,tissue,cerebellum,cerebellum,ADORA1,49003,16.868354998673553,0.22182315587997437
HBCA non-neuronal,tissue,cerebellum,cerebellum,ADORA2A,49003,0.8428055425178052,0.009081076830625534
HBCA non-neuronal,tissue,cerebellum,cerebellum,ADORA2B,49003,3.703854866028611,0.04503805935382843
HBCA non-neuronal,tissue,cerebellum,cerebellum,ADORA3,49003,0.010203456931208292,0.00010203456622548401
HBCA non-neuronal,tissue,cerebral cortex,cerebral cortex,ADORA1,148874,16.661740800945765,0.20676545798778534
