group,n_cells,ADORA1,GNAI1,GNAI2,GNAI3,GNAO1,ADCY1,ADCY5,ADCY6,ADCY8,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKACA,PRKACB,CREB1,KCNJ3,KCNJ6,KCNJ9,KCNJ5,CACNA1B,CACNA1A,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCD,PRKCE,CALM1,CALM2,CALM3,NFKB1,RELA,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PREX1,RAC1,MAPK1,MAPK3,MAP2K1,MAP2K2,MAPK8,MAPK9,MAPK10,MAPK11,MAPK14,AKT1,AKT2,AKT3,VEGFA,NOS1,NOS2,NOS3,GUCY1A1,GUCY1B1,PRKG1,PRKG2
Midbrain-derived inhibitory,126782,0.19768579135839473,1.2435440362196526,0.6136912179962455,0.8253537568424539,5.291484595605055,1.3788234922938587,0.5502121752299223,0.3996229748702497,6.332255367481189,1.81964316701109,0.6480730703096654,1.516666403748166,0.5251691880550867,0.6475761543436765,6.258932656055276,1.2657238409237905,12.517754886340333,5.295136533577321,0.1681784480446751,0.006396807117729646,7.132384723383446,8.228423593254563,66.25112397658974,0.010695524601284093,0.007950655455821805,12.460428136486252,11.139806912653215,4.782421794892019,0.004543231689041031,5.632116546512912,13.331947752835577,0.51999495196479,2.864594343045543,1.1343408370273382,0.08884541969680239,2.29092457919894,1.6824549226230854,0.020349891940496283,0.962116073259611,0.07426133047278005,1.302061806881103,3.0747976842138476,0.3858197535927813,1.3254247448375953,0.6794734268271522,4.825866447918474,1.2722547364767869,13.515499045605843,0.12814121878500104,1.9957012825164455,0.252882901358237,0.443887933618337,13.441032638702655,0.21127604865043934,0.11146692748181919,0.011847107633575745,0.011176665457241565,9.428775378208263,4.138891956271395,9.924389897619536,0.014576201669006642
CGE interneuron,227671,0.08358552472646934,2.26101699382003,0.48510789692143486,0.670252249957175,2.9663417826600664,0.9222518458653056,1.0577807450224228,0.3628788910313567,1.3667397253053748,1.343943673107247,1.5516117555595574,1.5556746357682796,1.6964742984394148,0.5807986085184323,5.037163275076756,0.9356659390084815,7.198949361139539,2.280387049734046,0.272669773488938,0.0030965735644855955,8.684966464767141,4.660628714241164,27.279960996349995,0.02652511738429576,0.030583605290089647,2.872869184041885,7.697062867031813,6.61165453659008,0.18563189866078683,8.078534376358869,8.363673897861387,0.36188183826662157,2.3097979101422665,1.031949611500806,0.10535377803936381,1.5472853371751343,1.5523979777837318,0.1248424261324455,2.175270456052813,0.13940291033992033,1.152399734704903,1.738073799473802,0.31954882264320006,0.9976061949040501,0.5353382732100267,3.5971818984411716,1.0807656662464697,9.15333968753157,0.11610613560796061,1.2495442985711838,0.2577579050471953,0.5076360186409337,7.617685168510702,0.1616060016427213,0.21570599681118807,0.017582388622178494,0.0042473569317128665,1.1876874964312538,1.3773163907568378,0.8678092510684277,0.5382371931427367
LAMP5-LHX6 and Chandelier,45118,0.07145706813245269,1.344075535263088,0.534154882751895,0.7530254000620595,3.9008599671971274,3.6695110598874066,1.2672769183031163,0.4238663061305909,3.9464293630036793,1.4410656500731416,1.9471829425063167,1.6979697681634824,1.985238707389512,0.6817456447537568,5.42903054213396,1.1406312336539741,7.605190832926992,3.116849151114854,0.2898178110731859,0.005385877033556452,10.227071235427102,10.575335786160734,18.571944678398864,0.06516246287512745,0.04237776497185159,1.7440489383394655,6.8019415754244426,3.972339199432599,0.15359723391994326,13.204707655481183,8.573030719446784,0.37989272574138927,3.549869231792189,1.2698479542532914,0.11223901768695421,1.9190123675694846,2.010572277139944,0.27829247750343544,1.9961212819717187,0.021188882485925795,1.1833636242741257,2.0099295181524,0.3534509508400195,1.6688904650028813,0.7035994503302452,3.7209982711999645,1.561549714083071,14.345250232723082,0.1666518905979875,1.606476350902079,0.3044017908595239,0.6393900438849239,7.477481271332949,0.2735715235604415,3.1579192340085998,0.012057272042200452,0.006006471918081476,2.86816791524447,2.1204397358038922,13.62560397180726,0.2853406622633982
MGE interneuron,222434,0.05308540960464677,1.494007211127795,0.47816430941312926,0.8024582572808114,3.2277799257307787,2.8894728323907315,1.1292473272970858,0.4089168022874201,5.506716599081075,1.5486661211865091,1.8599179981477652,1.6355727991224362,1.2224794770583634,0.6451576647454975,7.063371606858664,1.104480430150067,6.292338401503367,2.9423334562162258,0.2420043698355467,0.16399920875405738,6.811665482794896,11.457340154832444,32.24611345387845,0.025306383016984815,0.014148016939856317,1.3760171556506648,6.139061474414882,3.4056933742143736,0.03212638355647068,10.555315284533838,7.045020095848656,0.26644307974500303,3.106566442180602,1.4880099265400073,0.12346583705728441,2.205409244989525,1.989246248325346,0.42417975669187263,1.4363002059037737,0.06427524569085662,0.9828893064909141,2.0309305232113797,0.3870316588291358,1.0610158518931458,0.7013720923959467,3.5923240152135016,1.5894197829468517,15.459605995486301,0.13751494825431365,1.6312119550068784,0.3177931431345927,0.6043590458293246,8.323880342034041,0.25823839880593796,0.8375518131220946,0.05089599611570174,0.005651114487893038,1.2466124783081722,1.013927726876287,15.207490761304477,1.5283634696134585
Deep-layer near-projecting,18856,1.254879083580823,1.9179571489181162,0.783623249893933,1.4597475604582095,5.190761561306746,2.1180526092490455,0.38921298260500636,0.6490241832838354,0.10659736953754773,1.9504136614340264,3.3838035638523545,0.9341323716588884,2.107658039881205,0.6707679253288078,6.265644887568944,1.3393614764531183,8.869961815867628,7.364870598218074,0.5518667798048367,0.008273228680526093,10.342649554518456,13.493105642766228,48.74522698345354,0.14875901569792108,0.014000848536274925,0.9174798472634705,4.3078595672465,11.478945693678405,0.06295078489605431,3.6138629613915993,8.943466270683071,0.48679465422146795,3.861317352566822,1.5108188375053033,0.16456300381841324,3.107923207467119,2.700519728468392,0.400296987696224,4.348430207891387,0.023918116249469663,1.876060670343657,2.5844293593551124,0.33087611370386083,3.3090793381417054,0.6622295290623674,4.795131523122613,2.2136190072125586,39.29873780229105,0.30064700890963086,2.4405494272380146,0.3450890963088672,1.1335383962664405,14.392501060670345,0.09572549851506151,0.09683920237590157,0.022380144251166738,0.007955027577428934,3.1916631310988546,2.091376750106067,4.563746287653797,1.6658888417479847
Deep-layer corticothalamic and 6b,78396,1.1393055768151437,2.8870095413031276,0.6070080106127864,1.670480636767182,6.385912546558498,8.528292259809174,2.208441757232512,0.8769197408031022,2.0571202612378183,2.027233532323078,3.768687177917241,2.596344201234757,4.658094800755141,0.767233022092964,8.660811776111027,1.9724858411143427,9.637825909485178,8.62058013163937,0.7586739119342824,0.011556712077146793,18.13567018725445,12.978506556456962,54.47328945354355,0.21192407775906935,0.010587274860962293,5.020855655900811,5.725190060717384,26.002972090412776,0.26301086790142353,20.321100566355426,13.58059084647176,0.6269580080616358,4.04108627991224,2.0371447522832797,0.18178223378743813,3.1949079034644625,3.893553242512373,0.25230879126486044,5.571687330986275,0.053982346038063164,2.011977651921016,4.323664472677177,0.14801775600795958,3.9919383642022552,0.7513393540486759,6.905990101535792,2.472524108372876,33.57506760549008,0.8530919944895148,3.467421807235063,0.2775014031328129,1.395466605439053,19.25529363743048,0.11174039491810807,0.16263584876779427,0.02816470228072861,0.009796418184601256,0.6515255880402061,1.6202484820654115,21.260651053625185,0.3988341241900097
Hippocampal CA1-3,74979,0.9678443297456621,5.0490537350458125,0.3064458048253511,2.2277037570519744,9.87563184358287,4.627722428946772,1.5043412155403513,0.9945718134410968,5.915082889875832,3.1165126235345895,4.561717280838635,2.9977860467597592,9.326077968497845,0.9991330905987009,11.67854999399832,2.543112071379986,21.719721522026166,12.345496739086945,0.6210805692260499,0.017818322463623148,19.614091945744807,11.91506955280812,79.34180237133064,0.22515637711892664,0.08183624748262847,0.25728537323783995,38.9231918270449,35.1817308846477,0.40906120380373173,27.15105562890943,29.29212179410235,1.4005654916710013,10.06172394937249,2.7679216847383934,0.22491630990010536,3.3435361901332374,3.014390696061564,0.44807212686218806,5.3048720308353,0.5634777737766574,3.925979274196775,7.011843316128516,0.38938902892809985,5.674615559023193,0.8501980554555275,7.700569492791315,2.6447938756185065,73.3219034663039,1.035396577708425,4.581282759172568,0.4878165886448205,1.5242401205670921,27.375518478507317,0.3606743221435335,0.9557742834660372,0.03392950026007282,0.010322890409314608,1.1231678203230238,2.2881073367209486,32.080022406273756,0.894863895223996
Upper-layer intratelencephalic,455006,0.5510542718118003,1.9995120943460085,0.49079133022421684,1.192590866933623,4.678867970971812,4.855492015489905,0.9522885412500055,0.5254304338843884,1.017903060618981,2.177043819202384,3.4521127193927112,2.1181830569267217,4.758172419704356,0.6604945868845685,8.583445053471822,1.879671916414289,7.73572436407432,5.501819756222995,0.6853206331345081,0.006169149417809875,14.593886674021881,12.67280871021481,54.1672241684725,0.0980074988022136,0.017694272163444,2.4307459681850347,7.481624418139541,21.887999279130383,0.26649538687401925,10.587493351736022,14.057926708658787,0.605112899610115,4.570297974092649,1.977536559957451,0.14311239851782173,2.69525456807163,2.511408640765177,0.12878731269477764,7.212854335986778,0.6337520823901224,1.7071379278515009,3.947029269943693,0.419198867707239,2.3172529593016358,0.7466011437211817,5.912645107976598,1.8395515663529711,27.854854661257214,0.6637758622963214,3.063937618405032,0.27903148529909494,1.1359080979151923,19.056676175698783,0.1789514863540261,0.1360289754420821,0.15006615297380693,0.004448292989542995,1.4822573768258,1.990892427792161,9.531808371757736,1.2143202507219686
Deep-layer intratelencephalic,228467,0.9907470225459256,2.826662056226939,0.6963325119163818,1.624418406159314,8.632397676688537,4.624138278175842,1.541163494071354,0.6364770404478546,0.6326471656738172,2.4444536847772325,4.357452060910329,2.672368438330262,4.706635969308477,0.8507268008071187,9.645112860938342,2.199144734250461,7.608595552092862,4.672989972293592,0.754135170506025,0.013039082230694148,18.37364695995483,12.190110606783474,43.66612683669852,0.10682943269706346,0.01690835000240735,1.352580460197753,3.649406697685005,23.342075660817535,0.20768426074662863,17.860251152245183,15.796657722997194,0.6749202291797065,5.557691045096228,2.2365024270463567,0.18245523423514118,3.691846087181081,3.655657053316234,0.35724634192246585,8.871189274599832,0.4339839013949498,2.214328546354616,4.4249541509277055,0.622671983262353,4.025929346470169,0.9126613471529805,8.039428013673747,2.735708001593228,34.76354134295106,0.8804510060533907,3.5541325443061798,0.3198448791291521,1.3699483951730447,22.719162942569387,0.25542419692997237,0.12909085338363965,0.05412597880656725,0.006053390642849952,2.2763681406942795,2.4618216197525244,15.948561499034872,0.2858093291372496
Hippocampal dentate gyrus,67533,0.5071150400544919,0.468348807249789,0.13351990878533457,0.8541898035034724,2.706735966120267,4.193312898879067,0.41384212162942563,0.35903928449794914,0.3243747501221625,0.9953800364266359,1.6639272651888706,1.1534064827565782,1.8283505841588557,0.41421231101831696,8.847082167236758,1.3249374379932775,12.428368353249523,11.315031169946545,0.4107177231871826,0.003198436320021323,10.72782195371152,5.479261990434306,29.349251477055663,0.013415663453422771,0.019664460337908873,0.19249848222350555,6.122266151363037,3.6180978188441206,0.007477825655605408,16.088682570002813,11.286689470333023,0.3878844416803637,1.9891016243910384,1.2604208312972918,0.06530140820043534,2.7513363836938978,3.2339596937793376,0.0771030459182918,2.079250144373862,0.10526705462514623,0.8797032561858646,3.9358683902684612,0.3054950912887033,2.616705906741889,0.4782550752965217,5.162335450816638,0.9978825166955414,16.651163135059896,0.08548413368279212,1.9318851524439904,0.1690728976944605,0.7364843854115766,15.104245331911805,0.031377252602431405,0.11652081204744347,0.03439799801578487,0.0021915211822368325,1.7649741607806553,1.1092206772985058,11.068055617253787,0.10642204551848726
Hippocampal CA4,10654,1.7644077341843438,2.864276328139666,0.6053125586634128,2.4526938239159,10.041299042613103,1.4773793880232777,1.3801389149615169,0.7346536512108128,3.179932419748451,2.4123333959076403,4.573587385019711,3.679369250985545,1.4972780176459546,1.0529378637131594,12.902196358175333,2.3371503660596957,14.572554908954384,22.78533883987235,0.4666791815280646,0.02121269006945748,26.55753707527689,24.724047306176082,85.72770790313497,0.10775295663600526,0.03416557161629435,0.29481884738126524,63.06176084099869,9.188849258494463,0.02121269006945748,61.00929228458795,22.113760090107004,0.9833865214942744,8.501595644828233,3.415900131406045,0.17495776234278204,3.599023840810963,3.7623427820536888,0.27388774169326074,2.001501783367749,0.11103810775295664,3.2357799887366245,6.092641261498029,0.2861835930167073,5.868312370940492,1.091514923972217,8.797446968274826,2.7123146236155433,55.48479444340154,0.48545147362492963,4.2962267692885305,0.37103435329453727,1.230054439647081,25.135348226018397,0.2640322883424066,0.4361742068706589,0.01079406795569739,0.012014266941993618,1.1700769663975972,1.77886239909893,23.06119767223578,0.663975971466116
