"barcode","group","AddModuleScore__minimal8","AddModuleScore__full61","scPS__minimal8","scPS__full61","AUCell__minimal8","AUCell__full61","JASMINE__minimal8","JASMINE__full61","ssGSEA__minimal8","ssGSEA__full61","UCell__minimal8","UCell__full61","SCSE__minimal8","SCSE__full61"
"cell_13","non-classical monocyte",-0.0500134934044677,0.0566902279563797,0,0.0552929431575882,0,0.14368306010929,0,0.456125355407691,19321.0503812007,23486.9963209294,0,0.0893995022821369,0,0.6005097714559
"cell_14","non-classical monocyte",-0.0257267712433364,-0.0206014193465185,0,0.0287112629471256,0,0.134573770491803,0,0.412311346085437,20202.416721674,23400.323034012,0,0.0504023033400662,0,0.439655327552115
"cell_15","non-classical monocyte",-0.0319390637813793,0.0138855735168701,0,0.0322893086991063,0,0.136491803278689,0,0.420314388935292,20254.0485370804,23309.0331036343,0,0.070472831970003,0,0.507897968644524
"cell_16","skeletal muscle satellite stem cell",0.103106105661665,0.0437133426481801,0.0343734990060142,0.0513696488287085,0.0781430695522881,0.155131147540984,0.3881708870356,0.457794281893786,20635.8596774022,23301.2145616858,0.0301738548980274,0.080471827606602,0.0395240047247622,0.585262265940513
"cell_17","skeletal muscle satellite stem cell",0.211369539792336,0.0300671746578278,0.0508453907195566,0.0176681754168765,0.117255906162234,0.072775956284153,0.60144429724825,0.461503327657476,22177.9849206738,23272.3691015122,0.109453360080241,0.0561997120824917,0.217010390629637,0.743741077577554
"cell_18","mature NK T cell",-0.0433238250870963,0.0514024382857134,0,0.0401153106776081,0,0.116191256830601,0,0.440050653466427,20502.9563929503,22894.5222892392,0,0.076231182135723,0,0.64196106158026
"cell_19","plasma cell",-0.0266248381362551,0.121452724063622,0,0.0513753490153818,0,0.134945355191257,0,0.497176092512593,20767.24127859,23348.2019880888,0,0.104610028010579,0,0.860309939066511
"cell_20","naive thymus-derived CD4-positive, alpha-beta T cell",-0.0467277338486871,-0.00731796103739157,0,0.0345949448208808,0,0.0904207650273224,0,0.398553769497813,20470.2020693752,22771.6773772057,0,0.0615507370911405,0,0.507960154945368
"cell_21","skeletal muscle satellite stem cell",-0.0298340125550941,0.0105239094844874,0,0.0329896255188306,0,0.0875792349726776,0,0.399917611327271,20421.1956005149,22672.3863147727,0,0.0618687855014564,0,0.572319000708331
"cell_22","mesenchymal stem cell",-0.0386409926147367,0.0190929376323489,0,0.0379711872989216,0,0.119814207650273,0,0.434761391672675,20300.0546098881,22710.189846198,0,0.076259081119084,0,0.582895554340586
"cell_23","skeletal muscle satellite stem cell",0.233156057359953,-0.0588348320959305,0.0602048392621257,0.0225537342019531,0.11366264662151,0.0646338797814208,0.482747457178325,0.401837339132591,21365.5140815381,22385.3708490235,0.0936977599465062,0.0454418640984723,0.0967239268070131,0.352543783506895
"cell_24","endothelial cell of vascular tree",-0.00664337304896807,0.0281478156114299,0,0.0304642305012829,0.0213117462415331,0.0841967213114754,0,0.453934568516218,20938.6389030991,23175.5739731379,0,0.0640560657969623,0,0.672391632094119
"cell_25","skeletal muscle satellite stem cell",-0.0343118416863054,-0.0989077962605786,0,0.023812396965266,0,0.0741366120218579,0,0.365792973799032,19621.4650359748,21908.6833716789,0,0.0443203249673582,0,0.29599878188667
"cell_26","erythroid progenitor cell",-0.063907439990544,-0.0694513177345043,0,0.038481265823793,0,0.0900655737704918,0,0.347859169445912,18024.7542699429,21309.6064026514,0,0.0605742726735038,0,0.343160698977735
"cell_27","epithelial cell of uterus",-0.0253727332188411,-0.00843853379644582,0,0.033638211354319,0,0.082448087431694,0,0.452743016772398,20231.6705831876,22074.0761732218,0,0.0658192815453805,0,0.517819401950413
"cell_28","epithelial cell of uterus",0.132464140474097,-0.0885437102894661,0.0420872520221841,0.0282552672731282,0.094911614075665,0.0721256830601093,0.335753853211087,0.344353657065933,20824.4612159593,21737.3367432828,0.0641089936476095,0.0466024618062918,0.0473477648266522,0.31130186075305
"cell_29","epithelial cell of uterus",-0.0227215615040671,-0.0711023092739373,0,0,0,0.00966666666666667,0,0,20761.3655029869,21948.6076891731,0,0,0,0
"cell_30","fibroblast",-0.0483008792535249,-0.0171821367617402,0,0.0374902833666216,0,0.0985245901639344,0,0.439270460535349,19893.5009447506,22246.582097213,0,0.0685645415081074,0,0.463969275937344
"cell_31","epithelial cell of uterus",-0.0421065172576025,-0.0876970458538088,0,0.0297599979969676,0,0.0884262295081967,0,0.402168396995037,18826.2350655137,21383.1550955387,0,0.0553571627849881,0,0.335675557162186
"cell_32","epithelial cell of uterus",0.0136791486544754,-0.0290586644069935,0.011329747454294,0.0429739242197086,0.0267222864695192,0.121803278688525,0.270881515315696,0.426656373118321,20002.4566502957,22286.9970681462,0,0.078390563447868,0.0123350086247971,0.464380949791163
