group,n_cells,ADORA1,GNAI1,GNAI2,GNAI3,GNAO1,ADCY1,ADCY5,ADCY6,ADCY8,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKACA,PRKACB,CREB1,KCNJ3,KCNJ6,KCNJ9,KCNJ5,CACNA1B,CACNA1A,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCD,PRKCE,CALM1,CALM2,CALM3,NFKB1,RELA,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PREX1,RAC1,MAPK1,MAPK3,MAP2K1,MAP2K2,MAPK8,MAPK9,MAPK10,MAPK11,MAPK14,AKT1,AKT2,AKT3,VEGFA,NOS1,NOS2,NOS3,GUCY1A1,GUCY1B1,PRKG1,PRKG2
ciliated epithelial cell,320,0.0,0.2176168035948649,0.3800387613475323,0.3353679448366165,0.0,0.0017034634947776794,0.003414576221257448,0.0533242167904973,0.003229077160358429,0.7097820293158292,0.03518575057387352,0.5776001870632171,0.032985654473304746,0.09758189991116524,0.09637178666889668,0.2343837320804596,0.0,0.0,0.001762053743004799,0.0010653025121428073,0.0,0.016460470855236053,1.301957317069173,0.004854693636298179,0.01816553157841554,1.042492140084505,0.4338054537773132,0.011528433859348297,0.16744914948940276,0.4032445002347231,2.2971995055675505,1.8625286921858788,0.48682771772146227,0.636769339768216,0.12453471273183822,0.2789628501981497,0.43577003190293906,0.038487542793154715,0.2404314637184143,0.03184717060066759,1.0518540754914283,0.31860926002264023,0.13193246871232986,0.2917291194200516,0.275226517021656,0.6514708204194903,0.13616336211562158,1.6953429460525513,0.0012869197875261308,0.24926694966852664,0.06234297677874565,0.27397802025079726,0.004268803820014,0.19610658511519433,0.05844700485467911,0.0,0.06818903088569642,0.05982320858165622,0.002698624516779091,0.009583839774131775,0.0013875821605324745
epithelial fate stem cell,2,0.0,0.0,0.24419204890727997,1.4708400964736938,0.0,0.0,0.0,0.0,0.0,0.2764221429824829,0.07530461996793747,0.0,0.0,0.0006824848242104053,0.025949886068701744,0.5067725777626038,0.0,0.0,0.0,0.0,0.0,0.0,0.1509413719177246,0.0,0.002044666325673461,0.3806784451007843,0.0,0.0,0.0,0.0,1.7426254749298096,2.8752591609954834,0.521909236907959,0.5833345055580139,0.3468310534954071,0.0,0.3983895778656006,0.0,0.5861208438873291,0.0006824848242104053,1.587637186050415,0.0240008607506752,0.10217999666929245,0.47266530990600586,0.5922557711601257,0.0,0.006109084468334913,0.0,0.0,0.19228431582450867,0.3366378843784332,0.01942337490618229,0.0,0.2995600700378418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leukocyte,201,0.008941838990396528,0.004419407663653739,0.21199286636428452,0.2907482427151049,0.012619801421663654,0.020773081044059487,0.00040937285518171773,0.02003656453754178,0.00031966931042979604,0.286790787284054,0.022898716713065533,0.09705607214970376,0.03432312770862484,0.03216632741007639,0.18757515522971083,0.12800645591014653,0.0012917914497318553,0.02680784196995977,0.0005561578184811037,0.0025214541017712644,0.0007209759298248671,0.04539980579964557,0.09631626641572412,0.08032732460629288,0.007647462448670496,0.05171111567103447,0.12653088451024905,0.12550572257729906,0.05570251668863629,0.10778184672493246,1.3456263755684468,1.3503820220036293,0.1953133492920529,0.388825354884513,0.09572500969046976,0.13816807874992712,0.05185676095497549,0.15548249234014483,0.4065823792225093,0.2723809617075754,0.24222910107664802,0.2287186342685377,0.0282443684725026,0.14982255062653652,0.09407495799942396,0.051408810402030373,0.06645701002718797,0.05876417094795265,0.0007429816088273158,0.14085813304085043,0.06622465926023265,0.06435911898589253,0.11248686538999947,0.04990160287316166,0.03478895624478658,5.530830546842879e-05,0.01755352874300373,0.00043100348455988945,0.022485063888540314,0.030108641332654812,0.016643272703559836
"activated CD4-positive, alpha-beta T cell",572,0.0014299614862962203,0.005971878558605701,0.6090072968623021,0.4488120879326667,0.12552317706021396,0.0,0.0,0.0011809762743125846,0.0,0.3179012603693075,0.043137771565909984,0.6763994552038767,0.04207901792092757,0.08033887958609974,0.746913059608086,0.575028984696715,0.013623024200226043,0.0032721742779224902,0.0,0.0,0.004183628759184084,0.02050957147526991,1.256265513546817,0.07572135985731245,0.011083453528947764,0.0013848035824257177,0.7491384319492154,0.8472714290752278,0.06592115030422077,0.5539898468064262,1.9126222450416406,1.355014200810786,0.264356742372046,1.3635559582210088,0.12394012792127115,0.2065202181155865,0.11475641827483277,0.22951455841531287,1.1044487953186035,0.5071671334179965,0.4777232700294548,0.5059566264385944,0.05693898646981566,0.694056447569307,0.3025349070142199,0.6223284531306553,0.19710039759015704,0.00518484559509304,0.004857490529547205,0.28696664896878327,0.12544646671601942,0.12135569907568551,1.0944129403654512,0.019828926845961672,0.007273351395880426,0.0,0.006134852825605369,0.00012736936861818487,0.0,0.019247785842345728,0.011893228139285441
mast cell,6222,0.002191209977020293,0.35629987823966996,0.6652290493834252,0.5028186823845829,0.004542985670591849,0.003811689214053471,0.001392783662373136,0.013546808859574684,0.0007457119636944122,0.5587368078915416,0.1387164331409794,0.21822254912947506,0.09329904355791288,0.09409888478116336,0.24998435373284816,0.5168381546594367,0.0028326782870622203,0.0026139312333058255,0.00018286856375718494,0.009793289755364776,0.0031929611872339204,0.013929694766440372,0.11426640507187041,0.03804002042676582,0.014971328525058865,0.043849014385227064,1.247058099583007,0.6481328048877723,0.17602378430760432,0.746519338276102,1.6303333857556854,1.364926619301345,0.4513159138487298,1.8013656650544438,0.14950433018045844,0.6149350702475214,0.28310761900815656,0.19137239471504214,0.7030117239686923,0.060118891042515,0.8676976271665813,1.3191921586049251,0.03406822961153075,0.31685257571106057,0.2316735934996597,0.44992869324103235,0.0795327207736362,0.039500385187554304,0.006145620338405608,0.2847327070196355,0.1060714053402603,0.09643449357221917,0.5717610206223883,0.6611690269869955,0.004106498806854415,0.0008562804322195222,0.007959239853037703,0.001241791635339799,0.000803951873934679,0.015525469707929219,0.03727908151320651
theca cell,1038,2.166094134610168e-06,0.17667211399831753,0.6180704665551525,0.4726878007253011,0.024141253246737354,0.0008319085733049867,0.15197489578599874,0.1488798850992971,0.0,0.9076949632466413,0.21361726533930195,0.32555254667939937,1.0407980463408322,0.5196391748325443,0.3113776177512428,0.44031430002811556,0.0032373988329790003,2.166094134610168e-06,0.0,0.0013176406050004021,0.004899315263264901,0.033894088772450336,0.1745113632812206,0.0014415510368456271,0.06631234500679208,0.015310890217148385,1.0714260260206656,0.0006171722173231415,0.04371891058586638,0.3841049039093975,1.2882259097632185,1.4255438189745409,0.6984901115556673,0.7291689274800306,0.20232587314869396,0.4667996514969019,0.10332169511529522,0.03510590482894367,0.35829090851005563,0.2768100543747977,1.3063744350205497,0.6000108964353628,0.20522501817787772,0.20890236704795118,0.5832122479330368,1.0601836114490193,0.1076323504565079,0.39898840494468263,0.009342340835027382,0.22434070826954924,0.16156240430640806,0.39368474894061484,0.8485300547814782,0.21754069821568123,0.00015054602307843507,0.001694593700600038,0.011864922409572123,0.007402940062888555,0.04345564552814285,0.24638204362336727,0.0008233209680729978
stromal cell,3458,0.012432463014656716,0.14605230413605672,0.504826245520279,0.26483574128688725,0.01370218800388367,0.011970453623611158,0.06649240056788597,0.08645860148413875,0.0007147010590314452,0.7908112493948554,0.0739361663613449,0.24270520608779528,0.30509381503849237,0.2901993992012867,0.13414072121685816,0.2035891671550281,0.002861627682983151,0.0013396458656130118,0.0015387357212064445,0.001148388660181596,0.0013286071991630893,0.025538993267877865,0.06133346660348154,0.0013502160202498515,0.04214698157260844,0.2969522635808496,0.6719067855126738,0.002942725024932102,0.050964794660869395,0.09647518920374441,1.3078324346614063,1.8984258581683289,0.3953844832160557,0.2994520795214307,0.22847282396981727,0.2988155537633416,0.10433329323801159,0.0371603096338143,0.5270899299116338,0.16804292044796787,0.7847811014683967,0.22367189322130193,0.20778049410527122,0.18619315699389244,0.32096552242082693,0.2358833911999448,0.09680528224307447,0.23757291998457813,0.005769084098368038,0.14775200769899896,0.1533739046598184,0.1981808517350152,0.6203531579105339,0.11137553734059552,0.0030005933784762857,0.0008453573361513172,0.002304910406892599,0.08043452526807371,0.03972877254370253,0.2801188534570609,0.0034762990481595622
oocyte,18,0.013655246131949954,0.601464483473036,0.15352363056606716,0.774826361073388,0.014501326613956027,0.03862751854790582,0.6420218812094795,0.027599225441614788,0.0035368667708502877,0.7384299039840698,0.7565732664532132,0.9053350885709127,0.15409533182779947,0.06103795601261987,0.004925992753770616,0.2515711519453261,0.03314376208517286,0.3307056956821018,0.005175730834404628,0.0031228899541828367,0.011993298100100623,0.16785997814602321,0.3799074822001987,0.008531664808591207,0.01694319976700677,0.036165075169669256,0.06387930446200901,0.002958768771754371,0.006973718603452046,0.2546373936865065,2.6606586244371204,3.107970025804308,0.6219992505179511,0.347019546561771,0.17099295059839884,0.1867954201168484,0.14590891202290854,0.2733738289939033,0.4549872610304091,0.11047729518678454,1.8161595927344427,0.3419568008846707,0.18821071750587887,0.5655125048425462,0.3459334174791972,0.5931337277094523,0.07070754137304094,0.40303607119454277,0.0019926420516437953,0.18447175290849474,0.07871993217203352,0.06742138332790798,0.24003272420830196,0.010053291916847229,0.002191009206904305,0.16542998949686685,0.008256648149755266,0.009232682486375174,0.01577463083797031,0.264712115128835,0.05995815495649973
pulmonary alveolar type 1 cell,3116,0.0008288073294888106,0.0763324599842205,0.4739309511074512,0.41049012706276694,0.0011250788730895564,0.0012649589371227865,0.00044166869456988586,0.21840909157852154,0.002560521536943083,0.9199888479724928,0.1777024330315449,0.5469426790465133,0.0027624835404872284,0.17043991832586247,0.11055077300604256,0.33325433608656213,0.0,9.792602222905385e-05,0.0001306175726522071,0.0015382189423190154,0.002281906669038863,0.005011929961851533,0.014303281692852565,0.0008674279257023901,0.05790213215259288,0.005728277002385936,0.12350290072591681,0.0034541981019777877,0.2100369719087848,0.9109661254711421,1.5531961348610757,2.1809721550066143,0.2521117161265999,0.5598303503494361,0.18922930579053882,0.3339683024047734,0.4061203185033737,0.10189477271078792,0.30760220783512765,0.0036722230360351875,1.4850516808966463,0.7874823150647008,0.18874147147973175,0.32513455432553956,0.447924544630675,0.481773527044999,0.32166853910539206,0.1918710539062461,0.006195394826792324,0.3805168914550076,0.3585615515402866,0.2025751642911517,0.1984119548609382,1.1589102855236755,0.0029603523681650417,0.00033087081566395596,0.021168247228715478,0.046004530707127934,0.005469650862229192,0.923843575380886,0.14542959509979317
alveolar adventitial fibroblast,1113,0.012275673308462466,0.3682315308878471,0.38724669313387944,0.2902381062400523,0.01293110012044161,0.043052197787960905,0.026873714733209465,0.06746348087999698,0.0034343012259655564,0.4224376421411725,0.0234218382235593,0.42743946257091703,0.0915983048839175,0.16421498378332092,0.25317041957474784,0.40649169517441686,0.0023395890120654524,0.0007352888858596805,0.0011498857254408441,0.001181451078698454,0.005589247017643629,0.015476912822363511,0.4231530846718294,0.00035666326949538565,0.028001447572219725,0.4467873603292981,1.0246491273672647,0.15101508888594223,0.04104162783421382,0.42594410295649254,1.011141013585011,1.1871518377559418,0.20850384995836668,0.6881621704375754,0.14627741139318529,0.49058265120514,0.19866736344357172,0.0297106806480017,1.2889469965877345,0.02703254675929437,0.8261216807129783,0.5428482802837471,0.1296437225787359,0.22995415145174833,0.28799435563271686,0.5701265326514505,0.11120839645920416,0.8802127306887617,0.011184300293498284,0.43027071854282045,0.11214095370146142,0.1805042796379151,1.4948516530382236,0.22588977059692492,0.00835048627553496,0.0028631207863704,0.0031786632104061365,0.3760248768575965,0.15114659483327805,2.639582974141713,0.012489260421180554
lung multiciliated epithelial cell,1209,0.0004832822493623366,0.2867574715436836,0.40545753845012905,0.2620656255654208,0.00209569371466404,0.0035915334329218586,0.0013537504043926178,0.04482287784762576,0.002067402152905381,1.0800516524523915,0.045273781019957035,0.5602612617688302,0.11398455917194325,0.09453643186709622,0.047136798044982484,0.2931870846239568,0.0003188521539826313,0.002277364629275351,0.0,0.0023548865831026465,0.018077156581200283,0.06204919759846601,0.14983420020987714,0.013983262186705129,0.016448455767951,0.8312832822081864,0.4143247438719492,0.03698503808407275,0.1718264612114262,1.35558836552799,2.4097354153742763,2.0692020097579515,0.38691917463607095,0.28496956568892284,0.10323498247081923,0.259584464742883,0.45170440232093123,0.07247715927136644,0.12183175508989787,0.03978311404203757,0.9843308264998191,0.462769040596002,0.1288101552832314,0.1490936247744375,0.294834225309891,0.48049661401286414,0.17844268445440123,2.4033450749021013,0.002638922238566838,0.34258394580522383,0.11738796644313361,0.22934878533097514,0.14909349619799947,0.06157232030942679,0.006559012520895012,0.003479214469887581,0.029251760347901147,0.046790013735308146,0.008218114833579367,0.11944756614363224,0.014930874922731083
club cell,1747,0.000525574642859941,0.15437669131710793,0.33157290604432516,0.3329281001754263,0.0026958601503421324,0.0009936147508583003,0.0023408880490334155,0.09420755623269914,0.0025309785202563525,1.0758328233095462,0.08996929184805003,0.44143693462125083,0.13736124235217614,0.12266342941528739,0.163988580141466,0.46773194038465354,0.0,0.004426541571352368,0.0008001658462017826,0.0010768248564731618,0.0027884167811498004,0.0033022995590929072,0.12235931384110099,0.000370076777009399,0.03660037685409572,0.10282091696602177,0.3213600645627577,0.057123796149670364,0.2947410120579196,1.3909360845224068,1.3064933519194177,1.5731173920918002,0.24726506294901193,0.626026962577239,0.17572860029948803,0.3505256835160149,0.4185129099050521,0.04264086986447854,0.3017823046524319,0.05512840035102268,1.080219869280653,0.6224265641734883,0.15899508355615066,0.27276933240972384,0.3589456500362927,0.7518535814902136,0.20530378934514135,1.0456054656930016,0.003995627352491269,0.34681056046663317,0.23789943308576422,0.15828076620817047,0.48930222079217534,0.5569705930381211,0.0057757844499130555,0.002460702733442179,0.013284131466625894,0.15884280054652494,0.04096793998768484,0.8211657923156354,0.025131573865395926
bronchial smooth muscle cell,220,0.004878486278043552,0.2689872004769065,0.6875905557112261,0.22720362489873713,0.002635267376899719,0.027026736465367403,0.4280943090265447,0.1356466130776839,2.115006897259842e-05,0.4537045207890597,0.02386863421310078,0.30062426111914897,0.2101493924856186,0.22400398850440978,0.16768713864413173,0.21902050971984863,0.010930453672666441,3.3973472785543315e-05,0.0,0.006977600942958485,0.0,0.013413340818475594,0.6857723301107234,0.0063661973500116304,0.05104643232189119,0.25779589089480315,0.34038984125310723,0.07719125693494623,0.09506363489411095,0.2725112557411194,1.764059725674716,2.2509767619046297,0.48832306428389116,0.26379008835012263,0.1617695212364197,0.32922997041182084,0.06637902286919681,0.036283249204809014,0.7770315300334584,0.04151621731844815,1.2289316654205322,0.2976107077165083,0.15391749522902748,0.14633047526532952,0.3465474659746343,0.26759969863024624,0.11597038832577793,0.18008301745761524,0.0,0.18106568293137984,0.20703833428296176,0.11418596722862938,0.7566889481111007,0.0780617887323553,0.0044936377650380815,0.0,0.0,0.6353555581786415,0.3888239253651012,1.691126129843972,1.3510680715130134e-05
granulocyte,769,0.003984552598588644,0.015581487214146726,0.44816674212640534,1.1843380785422455,0.008921282499137253,0.0018165365990217392,0.00787400542449579,0.004609355884658654,0.001469846587187292,0.3656151924083695,0.021620232897710118,0.6010001099466192,0.024176421184068538,0.11527574511901299,0.052187947210006816,0.48688480726919187,0.05523063536970761,0.03281280223972931,0.001672788679367234,0.004574058405444588,0.004057479307772434,0.06392904391369367,0.1497041214892086,0.1818264873192121,0.012405965356119897,0.019893298688573553,0.145064125910537,2.2545270832989397,0.2726624889398582,0.48395069677901054,1.0925560568026975,0.36864965510771397,0.10101092900349352,1.8612661789545621,0.11453428814098025,0.5791519581108937,0.8123362222480526,0.6409374306508872,0.3415898867484342,1.252400215952542,0.486849079206489,1.2126784702891336,0.04353185763439679,0.8156542601293953,0.15098475076752305,0.30438550085953214,0.06338212409472124,0.03071363570631248,6.109108889211448e-05,1.8475566917960138,0.06388417130483917,0.08834432028669995,0.11451865172665203,0.13010520091757508,0.005743756173335994,0.0,0.0013438252385788063,0.006341131827921179,0.004236294267885629,0.07007163755295336,0.004673298840714989
common myeloid progenitor,456,0.0013894495603285339,0.5704871416091919,0.7976699021824619,0.5271137063963371,0.010732962243389665,0.005612926753728013,0.0012221019388290873,0.1757549677501645,0.002476088996780546,0.35128103013624223,0.19539062966380202,0.38629671774412455,1.3874999138346888,0.11935452254194963,1.1878386443121391,0.6168102674316942,0.0014082233895335282,0.0022150261098878425,0.00042604034145673114,0.000877515952053823,0.0,0.011019150350700346,0.31374482941209225,0.15172681473849112,0.03331489678014789,0.5754208815725226,0.19966690477571988,0.7785255407032213,0.04898934785211295,0.10841245269566252,1.197889298723455,1.811438669238174,0.7721291299451861,0.6769842536825883,0.17347615695836252,0.39856939148484616,0.8442483533892715,0.10643990834554036,0.444369561839522,0.3675250923424436,1.067019588068912,0.5925821714233934,0.0815536149761133,0.32352182948798464,0.5175003158418756,0.5636845032374064,0.20918341582281547,0.005094466175426517,0.015017387440852951,0.8536067782786855,0.293439014961845,0.2402449135194745,0.49053815373203213,0.1332574129888886,0.0042899513633496925,0.0,0.00016533444521197102,0.44132056727743985,0.5826867149587263,1.1121951989960253,0.2591587639691537
epithelial cell,1675,0.0033211821228710573,0.16204601117034456,0.09239712003451675,0.37278614784354597,0.006166076766910837,0.012135715733713179,0.002102905054813001,0.2166784237391913,0.0009651825677103071,0.37138959286817863,0.19217509298182245,0.5005978870391846,0.007852453028977807,0.11722494940259563,0.09320297444934275,0.3626476050134915,0.004274014439155806,0.006898650255109837,0.0004151189362685849,0.00045278223592843585,0.005944902309313861,0.035553620071358864,0.49673418279904036,0.008273191291894485,0.09294072623264718,0.889390116022594,0.937087816836229,0.004925581021095389,0.19267304520108808,0.5737589642538953,1.183448005790141,0.8619823786038071,0.39202270038092313,0.543099536611073,0.14121264229959515,0.22843711796091565,0.35523237313797223,0.015163947891082559,0.4080119693813039,0.004621786466285364,1.149802083257419,0.52534544475043,0.3317788323359703,0.2538812164762127,0.41669291695552085,0.5120067603552519,0.21056131191982597,0.12404861791809993,0.009028796864979302,0.4281589587944657,0.15846461409953103,0.17188639302751912,0.043661617165181174,0.49468204782969916,0.0036158133462182622,0.0011504665509199919,0.0018827334634348083,0.003868160995084848,0.003168402073988274,0.2849170727516288,0.018048056132757843
salivary gland cell,850,0.02709418701774934,0.11012456641477697,0.31122404407052434,0.24243354152230656,0.017290337576585657,0.00597321233328651,0.0029682287047891054,0.12872520324061898,0.002982327460366137,0.46702436278848086,0.09098458234001608,0.42933517371906954,0.2912319323595832,0.13347766714937548,0.2578895004356609,0.3932670127644258,0.0009102155881769517,0.00018574583070243107,0.000501569299136891,0.0018681557038251091,2.4810976841870476e-05,0.014438131837283864,1.3353780062058394,0.00042273972731302767,0.054917584868038404,0.5755920858242932,0.4212970629860373,0.005895492285490036,0.08630019531530493,0.1965066876481561,1.2010660025652717,1.5074279670154347,0.19526773852460524,0.4114798635594985,0.18690812454504124,0.2767750134888817,0.3815181129118975,0.0375733414730605,0.9899920601704542,0.02488916979116552,1.2337403561087215,0.3646513110048631,0.15771140890962937,0.17695875497425304,0.3937605156618006,0.6381772843529196,0.1618195183136884,0.3347854436145109,0.016841741169200224,0.35969573750215417,0.22638014681199017,0.14656473161543118,0.20421411430134492,0.11352845500497256,0.04025574628044577,0.0005045773877817042,0.005422751482795266,0.38982996733749614,0.09136918600867776,0.22666952525868136,0.013857147066908724
mural cell,618,0.004407932553862291,0.38562534773619817,0.679993674978855,0.281684065328061,0.11990480721418816,0.061506826129160266,0.6314320834323426,0.3054987280885764,0.0015918371361050405,0.6470494926168695,0.09040369246528758,0.43496718375814,0.6737950858946371,0.2789580868888634,0.40730119368790807,0.42464408288110034,0.012847712124821437,0.0021397076007641826,0.0021238253726156785,0.00140636918228421,0.008007160668234222,0.30108086113790866,0.5747432370329559,0.0011586238024304215,0.04092953602472941,1.0406274294004472,0.40032889850702874,0.05022554335856515,0.09632207351980858,0.46992375009654025,1.7260322293031563,1.9333804911394334,0.4970687832261366,0.3642331890303726,0.17871899975156322,0.4496210871390926,0.18570004852072705,0.031177004564155654,0.45028548719041944,0.12732281769749415,1.2218988998808136,0.39279396017006685,0.15072553443291425,0.198641711839966,0.30560185068247775,0.4676975092841584,0.11654703516790396,0.3798380218398031,0.001870187644433821,0.2987911774502603,0.1723291071487476,0.14665468302359472,1.2506618630924657,0.14459747481114657,0.005732400806976368,0.0029958814479000744,0.0,1.1011133101379986,0.7546486916279715,3.011343136574458,0.002992544070030879
fibroblast of breast,5270,0.014217902949005648,0.19881203233403996,0.3510203062922498,0.48898373337805384,0.007449955279732113,0.015328434703472216,0.011918311689112625,0.04622273237022096,0.0022841757117457815,0.9689011286060543,0.05601708015861728,0.48170498987302834,0.043994691114045636,0.10661879363955763,0.2186125116511133,0.3709992034159304,0.00038917503501703887,0.0003842796801644213,0.0009177903749006297,0.0006330031993493183,0.003905753618852011,0.05095841771511244,0.34364831334499524,0.0006239644942745085,0.035475231257516476,0.0927625305059965,0.5309590811973731,0.009755392092681248,0.09708711309270117,0.9678203430754863,1.0237279902825545,0.9606088598493833,0.2644323186132442,1.4873716524475213,0.31705479486165056,0.47113498637074536,0.15185357949765402,0.12932447979979542,0.48191753582891067,0.03366904756375915,1.0586350037431806,0.4604651840181007,0.09910439485843087,0.6436051370523007,0.250427848338176,0.6879094914648067,0.10742646566604527,0.06614893093507249,0.0029636989282249724,0.4246028762614704,0.12007309046823114,0.18719440148948943,1.4995449927545363,1.0258569127468276,0.00606171035223713,0.0011908551321083952,0.00024643292689459145,0.04487369689362325,0.040342708421160646,1.0655919692095588,0.031319039143918814
adventitial cell,1045,0.0029685866604581405,0.09729428565102902,0.4448855500472219,0.4657926413431122,0.013700389862060547,0.014338893924603621,0.0020728163171613045,0.05418414750167628,0.0003446218428429234,0.5620790358365437,0.02094355519308428,0.33528275832034754,0.027207401950963946,0.19071754907306873,0.16047784355268524,0.25660252454178184,0.0011676096136828786,0.0014463558864365354,0.001038385806471537,0.0007297135996476315,0.0005158646007705676,0.019082686889684942,0.37211224048901975,0.003178701089900076,0.037606862444056276,0.0361652972025164,0.21156816995885383,0.04929669211355693,0.036917467522278924,0.2590344875052785,1.4883526049162212,1.70740381929863,0.2685282812164161,0.44617856849323617,0.15922732455878738,0.2946078910782006,0.09625183110031785,0.02330449117998187,1.3260578050567773,0.034769781810815255,0.9989272523724861,0.3533990753894788,0.22705493178664213,0.1705018599637958,0.39143813181151615,0.29252451949142383,0.12861992023778304,0.26974880726713885,0.00627085670614927,0.33531586519268713,0.14717910252689745,0.19100016840336995,0.65396593997353,0.21875030389813144,0.004073500319531089,0.001471995266430686,0.0025286108397981196,0.04590611412194357,0.03088264967265882,0.4717521170109653,0.04504846089194266
stratified squamous epithelial cell,12323,0.0008039225679146995,0.4031275715387207,0.2516465162694972,0.6503834735647789,0.007456210287787993,0.001296746114588283,0.0015577902066807251,0.03711018152504731,0.0002067646834241145,0.3445834726576467,0.0938416627439539,0.43535503903486256,0.0017176216747392592,0.11540849743014776,0.026061072980662035,0.31164063806030007,0.0007513668942855839,0.0009517239584006108,0.0003043077822620776,0.0013484730790557775,0.0007501829998703888,0.003332962485225733,0.02045235105247638,0.0009289352908146456,0.10182897351754135,0.019323895576167472,0.24995382631365803,0.0015883530844324916,0.20801048306668915,0.26921750662785926,1.729037287869276,0.9026252147894657,0.2731148519270666,0.728899271701205,0.15341500524749793,0.2597918583401068,0.2956093773288134,0.02120928581316421,0.17747585380521386,0.0013879652409490456,1.4359836573725753,0.37838825602563547,0.2601608138071642,0.40283934663548,0.558874768714747,0.6138151800014325,0.11942512880891966,0.19715161931091937,0.0038122685226654645,0.41167962573366507,0.11546061080181008,0.1878542043380533,0.011806080125228137,0.23009079678786282,0.02078685913439609,7.526652820503267e-05,0.0008503246315112026,0.0099074628737598,0.0011182621588163694,0.05029860408495255,0.008371479256068171
tongue muscle cell,202,0.013228288086334078,0.07963810285719314,0.4517733366182535,0.2186712947222266,0.02174489480434078,0.020383184646615888,0.06542364308739652,0.04029200860474369,0.009946612143280482,0.41469067866259285,0.14131821736250774,0.3157982519357511,0.11223822891122044,0.1845967710608303,0.18783620324465308,0.26761317489170794,0.0,0.009279436404162114,0.004214636170037902,0.0,0.0,0.04635256882941369,0.6184469254890291,0.007881767678968978,0.023655841739082913,0.1921842974785826,0.22963532832587175,0.017261370352589258,0.03972712247678549,0.18552460528836393,1.1422938167458714,1.3167847926073735,0.2551027772450211,0.35691354534413555,0.1677387799366866,0.2960341227526712,0.20560469568994053,0.028376679544194167,1.1669341237238138,0.11820105043018587,1.0927345256994265,0.27279115986744046,0.14883846929757902,0.1273441291483359,0.38372071426693755,0.40574477033085643,0.07381498114676169,0.1632144545564557,0.006273057643729861,0.42551161983225605,0.1527760949465308,0.11262895447192806,1.057316533409723,0.07384795422601227,0.0,0.007412606536751926,0.002952858658120184,0.022553902978249274,0.018375987843016743,0.3151471296159348,0.0
thymocyte,455,0.0036513223752870664,0.022328627240526807,0.613749040876116,0.4323199429354825,0.040388328688485284,0.017268611048604107,0.0049645705537481625,0.0,0.0033217333175323822,0.5445153456467848,0.11416260226742252,0.2681588413951161,0.20957809280563186,0.11394733020237514,0.8270724621447888,0.8064171759636848,0.0,0.0069693610563383,0.005101363999503,0.0012064001062414148,0.01446534133219457,0.0473248167352362,0.38318524622655176,0.12175381838620364,0.016460674673646362,0.3310045221349695,0.22780665722522106,1.5544675722226993,0.05968057454287351,0.31732340173406914,1.39374022431426,1.4093666160499656,0.45883541735973987,0.9446097153883714,0.12953158996917388,0.6927501217349545,0.3254124777657645,0.2653186274098826,1.0414493435031764,0.10203884564913236,0.4084312271285843,0.6234922052739741,0.04752898190047715,0.4747210114866823,0.3395667966905531,1.269489296714028,0.28700294075431404,0.07931297270806281,0.009768828061910775,0.8990252484332074,0.12097336328946627,0.25314288296542325,1.0631662976610792,0.0011762953066563869,0.008803185525831285,5.276862245339614e-05,0.015332254210671225,0.06282836997902,0.006614825145883875,0.05623833792550223,0.022730580529013833
medullary thymic epithelial cell,43,0.0,0.16307967485383498,0.3963430870411008,0.29438284386036007,0.03626980892447538,0.03626980892447538,0.059222199196039244,0.12807464183763015,0.015402136847030285,0.480839213659597,0.14471091503320738,0.26677720214045325,0.050045775812725686,0.1769955185956733,0.19614133169484693,0.34650251477263694,0.0,0.0755702063094738,0.0,0.0,0.024587362311607183,0.061912314836369005,1.1274355954902118,0.0,0.006746173598045527,0.5911934486655301,0.36192347559818,0.08602144829062529,0.09173974879952364,0.7379800663437954,1.0873948585155397,1.3941549145898153,0.31148346634798274,0.9396517664887184,0.05952036727306455,0.5372213208398153,0.5616847969764887,0.02350305679232575,0.8212036642917367,0.0810114256171293,1.204372383827387,0.54007719838342,0.19400441611922065,0.17795060678969982,0.21156311866848967,0.8105085395103278,0.17415365507436353,1.2117315780284792,0.03325760641763376,0.5921303505121276,0.10482578915218975,0.14773326696351516,0.8345929855524108,0.09740108667418014,0.030996522238088207,0.0,0.0664462641228077,0.08742740542389625,0.014352610984513925,0.010918121005213537,0.0
