dataset,source_index,cell_type,broad_cell_class,tissue,tissue_in_publication,supercluster_term,ROIGroupCoarse,ROIGroupFine,roi,shared_umap_1,shared_umap_2,adora_high_gene,ADORA1_expression,ADORA2A_expression,ADORA2B_expression,ADORA3_expression
Tabula Sapiens,1778,epithelial fate stem cell,stem cell,uterus,Uterus,,,,,3.8931196,8.088846,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1802,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,3.2383533,3.890297,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1813,epithelial cell of uterus,endo-epithelial cell,uterus,Uterus,,,,,2.3467972,4.093733,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1935,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,6.048075,9.754946,none,0.0,0.0,0.0,0.0
Tabula Sapiens,1940,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,4.272397,4.116991,none,0.0,0.0,0.0,0.0
Tabula Sapiens,3308,bronchial smooth muscle cell,contractile cell,lung,Lung,,,,,4.0690293,6.887745,none,0.0,0.0,0.0,0.0
Tabula Sapiens,4563,adventitial cell,adventitial cell,lung,Lung,,,,,-3.6285703,9.005037,none,0.0,0.0,0.0,0.0
Tabula Sapiens,5433,stromal cell,stromal cell,ovary,Ovary,,,,,-0.42675376,9.650315,none,0.0,0.0,0.0,0.0
Tabula Sapiens,7077,endothelial cell of vascular tree,endothelial cell,muscle of pelvic diaphragm,Muscle,,,,,-0.3943798,7.416681,none,0.0,0.0,0.0,0.0
Tabula Sapiens,7642,innate lymphoid cell,innate lymphoid cell,inguinal lymph node,Lymph_Node,,,,,6.265057,9.647609,none,0.0,0.0,0.0,0.0
Tabula Sapiens,8950,enterocyte of epithelium of large intestine,intestinal epithelial cell,large intestine,Large_Intestine,,,,,3.471199,3.591242,none,0.0,0.0,0.0,0.0
Tabula Sapiens,8959,paneth cell of colon,intestinal epithelial cell,large intestine,Large_Intestine,,,,,3.7176182,8.256293,none,0.0,0.0,0.0,0.0
Tabula Sapiens,9111,paneth cell of colon,intestinal epithelial cell,large intestine,Large_Intestine,,,,,3.5160735,8.249628,none,0.0,0.0,0.0,0.0
Tabula Sapiens,11482,keratocyte,fibroblast,eye,Eye,,,,,-3.7960193,8.633735,none,0.0,0.0,0.0,0.0
Tabula Sapiens,12444,paneth cell of colon,intestinal epithelial cell,large intestine,Large_Intestine,,,,,3.8320527,8.106182,none,0.0,0.0,0.0,0.0
Tabula Sapiens,13349,erythroid lineage cell,erythroid lineage cell,lacrimal gland,Eye,,,,,4.205903,3.5959826,none,0.0,0.0,0.0,0.0
Tabula Sapiens,13365,erythroid lineage cell,erythroid lineage cell,lacrimal gland,Eye,,,,,4.182074,2.899632,none,0.0,0.0,0.0,0.0
Tabula Sapiens,13370,adipocyte,fat cell,lacrimal gland,Eye,,,,,2.279171,4.080085,none,0.0,0.0,0.0,0.0
Tabula Sapiens,14167,enterocyte of epithelium proper of small intestine,intestinal epithelial cell,small intestine,Small_Intestine,,,,,3.225796,7.787543,none,0.0,0.0,0.0,0.0
Tabula Sapiens,14248,hematopoietic stem cell,stem cell,bone marrow,Bone_Marrow,,,,,5.858531,8.64667,none,0.0,0.0,0.0,0.0
Tabula Sapiens,14367,common myeloid progenitor,stem cell,bone marrow,Bone_Marrow,,,,,4.9953184,7.507593,none,0.0,0.0,0.0,0.0
Tabula Sapiens,14737,leukocyte,hematopoietic cell,subcutaneous adipose tissue,Fat,,,,,6.4541016,9.387334,none,0.0,0.0,0.0,0.0
Tabula Sapiens,16088,innate lymphoid cell,innate lymphoid cell,inguinal lymph node,Lymph_Node,,,,,6.674608,9.725168,none,0.0,0.0,0.0,0.0
Tabula Sapiens,16262,innate lymphoid cell,innate lymphoid cell,inguinal lymph node,Lymph_Node,,,,,6.506179,9.547879,none,0.0,0.0,0.0,0.0
Tabula Sapiens,17442,stromal cell,stromal cell,ovary,Ovary,,,,,-0.39546427,9.458723,none,0.0,0.0,0.0,0.0
Tabula Sapiens,18482,intermediate monocyte,myeloid leukocyte,lung,Lung,,,,,8.020929,7.147453,none,0.0,0.0,0.0,0.0
Tabula Sapiens,18491,myeloid dendritic cell,dendritic cell,lung,Lung,,,,,7.454293,6.701233,none,0.0,0.0,0.0,0.0
Tabula Sapiens,19512,tracheal goblet cell,glandular epithelial cell,trachea,Trachea,,,,,1.6369637,6.712591,none,0.0,0.0,0.0,0.0
Tabula Sapiens,21595,adventitial cell,adventitial cell,parotid gland,Salivary_Gland,,,,,-4.3692036,8.423295,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24485,enterochromaffin-like cell,glandular epithelial cell,large intestine,Large_Intestine,,,,,0.046778034,6.2934785,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24509,T follicular helper cell,t cell,thymus,Thymus,,,,,6.498791,9.585441,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24512,T follicular helper cell,t cell,thymus,Thymus,,,,,6.2082376,10.682065,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24518,thymocyte,t cell,thymus,Thymus,,,,,5.57263,9.019539,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24530,T follicular helper cell,t cell,thymus,Thymus,,,,,6.4060674,9.47158,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24554,T follicular helper cell,t cell,thymus,Thymus,,,,,6.1416054,9.341464,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24596,T follicular helper cell,t cell,thymus,Thymus,,,,,5.7283897,9.248552,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24598,T follicular helper cell,t cell,thymus,Thymus,,,,,6.5693793,9.719248,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24640,adipocyte,fat cell,lacrimal gland,Eye,,,,,1.9547051,9.192838,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24657,adipocyte,fat cell,lacrimal gland,Eye,,,,,5.638571,4.9848137,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24661,adipocyte,fat cell,lacrimal gland,Eye,,,,,2.86354,1.4261962,none,0.0,0.0,0.0,0.0
Tabula Sapiens,24666,microglial cell,myeloid leukocyte,lacrimal gland,Eye,,,,,4.0530734,4.037454,none,0.0,0.0,0.0,0.0
Tabula Sapiens,25773,stromal cell,stromal cell,ovary,Ovary,,,,,-0.3408835,9.397772,none,0.0,0.0,0.0,0.0
Tabula Sapiens,26106,paneth cell of colon,intestinal epithelial cell,large intestine,Large_Intestine,,,,,3.3002067,8.491934,none,0.0,0.0,0.0,0.0
Tabula Sapiens,26167,paneth cell of colon,intestinal epithelial cell,large intestine,Large_Intestine,,,,,3.5778391,8.474538,none,0.0,0.0,0.0,0.0
Tabula Sapiens,26447,myeloid cell,hematopoietic cell,liver,Liver,,,,,7.579042,6.765961,ADORA3,0.0,0.0,0.0,2.8794045
Tabula Sapiens,26693,tracheal goblet cell,glandular epithelial cell,trachea,Trachea,,,,,3.2395647,10.0903845,none,0.0,0.0,0.0,0.0
Tabula Sapiens,26839,paneth cell of epithelium of small intestine,intestinal epithelial cell,small intestine,Small_Intestine,,,,,3.427343,7.9143596,none,0.0,0.0,0.0,0.0
Tabula Sapiens,28065,myofibroblast cell,contractile cell,bladder organ,Bladder,,,,,4.1245227,6.732501,none,0.0,0.0,0.0,0.0
Tabula Sapiens,28176,myeloid dendritic cell,dendritic cell,lymph node,Lymph_Node,,,,,8.290701,7.080321,none,0.0,0.0,0.0,0.0
Tabula Sapiens,28483,adipocyte,fat cell,lacrimal gland,Eye,,,,,2.8454714,4.4568553,none,0.0,0.0,0.0,0.009116639
Tabula Sapiens,28492,adipocyte,fat cell,lacrimal gland,Eye,,,,,-4.4396963,8.486909,none,0.0,0.0,0.0,0.030708954
Tabula Sapiens,29432,classical monocyte,myeloid leukocyte,spleen,Spleen,,,,,8.00892,7.4390197,none,0.0,0.0,0.0,0.0
Tabula Sapiens,30824,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,1.4718928,0.3747113,none,0.0,0.0,0.0,0.0
Tabula Sapiens,30845,leukocyte,hematopoietic cell,adipose tissue,Fat,,,,,5.7601657,10.386634,none,0.0,0.0,0.0,0.0
Tabula Sapiens,31264,enterocyte of epithelium proper of small intestine,intestinal epithelial cell,small intestine,Small_Intestine,,,,,4.2888484,7.1776123,none,0.0,0.0,0.0,0.0
Tabula Sapiens,31630,colon endothelial cell,endothelial cell,large intestine,Large_Intestine,,,,,0.10522746,7.5366807,none,0.0,0.0,0.0,0.0
Tabula Sapiens,31869,myeloid cell,hematopoietic cell,liver,Liver,,,,,7.8835564,6.857841,none,0.0,0.0,0.0,0.0
Tabula Sapiens,32023,myeloid dendritic cell,dendritic cell,aorta,Vasculature,,,,,8.07867,6.767308,none,0.0,0.0,0.0,0.0
Tabula Sapiens,32684,myeloid cell,hematopoietic cell,liver,Liver,,,,,7.9551196,6.740386,none,0.0,0.0,0.0,0.0
Tabula Sapiens,32960,innate lymphoid cell,innate lymphoid cell,lymph node,Lymph_Node,,,,,5.949098,9.654777,none,0.0,0.0,0.0,0.0
Tabula Sapiens,34245,myeloid cell,hematopoietic cell,liver,Liver,,,,,7.889357,7.2008758,none,0.0,0.0,0.0,0.0
Tabula Sapiens,35941,sebocyte,secretory cell,skin of abdomen,Skin,,,,,4.0060163,8.218082,ADORA2B,0.0,0.0,1.7374732,0.0
Tabula Sapiens,36149,unknown,follicle,ovary,Ovary,,,,,4.2295237,6.57725,none,0.0,0.0,0.0,0.0
Tabula Sapiens,36151,oocyte,female germ cell,ovary,Ovary,,,,,4.1939597,6.5881195,none,0.0,0.0,0.0065751066,0.0
Tabula Sapiens,36154,unknown,follicle,ovary,Ovary,,,,,4.526678,7.1465306,none,0.0,0.0,0.0,0.0
Tabula Sapiens,36157,unknown,follicle,ovary,Ovary,,,,,4.345725,7.1367483,none,0.0,0.0,0.0,0.0
Tabula Sapiens,36158,unknown,follicle,ovary,Ovary,,,,,-0.3766195,9.222865,none,0.0,0.0,0.0,0.0
Tabula Sapiens,36163,oocyte,female germ cell,ovary,Ovary,,,,,4.3671656,7.3671575,none,0.0,0.0,0.0,0.0
Tabula Sapiens,36164,unknown,follicle,ovary,Ovary,,,,,4.5300217,7.040206,none,0.0,0.0,0.0,0.0
Tabula Sapiens,36166,oocyte,female germ cell,ovary,Ovary,,,,,4.1275,6.2056346,none,0.0,0.0,0.0,0.0
Tabula Sapiens,36167,oocyte,female germ cell,ovary,Ovary,,,,,4.0942283,6.385802,none,0.0,0.0,0.0047937096,0.0
Tabula Sapiens,36168,unknown,follicle,ovary,Ovary,,,,,4.481082,7.0321107,none,0.0044407253,0.0,0.0,0.0
Tabula Sapiens,36571,myeloid cell,hematopoietic cell,liver,Liver,,,,,7.9411836,6.8526926,none,0.0,0.0,0.0,0.0
Tabula Sapiens,36665,skeletal muscle satellite stem cell,stem cell,muscle of pelvic diaphragm,Muscle,,,,,-0.8497895,6.695809,none,0.0,0.0,0.0,0.0
Tabula Sapiens,36819,fast muscle cell,contractile cell,muscle of pelvic diaphragm,Muscle,,,,,0.57494396,12.254409,none,0.0,0.0,0.0,0.0
Tabula Sapiens,37008,innate lymphoid cell,innate lymphoid cell,inguinal lymph node,Lymph_Node,,,,,5.144063,10.132828,none,0.0,0.0,0.0,0.0
Tabula Sapiens,37434,endothelial cell of vascular tree,endothelial cell,muscle of pelvic diaphragm,Muscle,,,,,-0.04577155,7.575106,none,0.0,0.0,0.0,0.0
Tabula Sapiens,37575,endothelial cell of vascular tree,endothelial cell,muscle of pelvic diaphragm,Muscle,,,,,-0.36130267,7.3522077,none,0.0,0.0,0.0,0.0
Tabula Sapiens,38377,stromal cell,stromal cell,ovary,Ovary,,,,,-0.11526482,9.254397,none,0.0,0.0,0.0,0.0
Tabula Sapiens,38583,enterocyte of epithelium of large intestine,intestinal epithelial cell,large intestine,Large_Intestine,,,,,4.232663,4.0703053,none,0.0,0.0,0.0,0.0
Tabula Sapiens,38628,paneth cell of colon,intestinal epithelial cell,large intestine,Large_Intestine,,,,,3.8234696,7.999482,none,0.0,0.0,0.0,0.0
Tabula Sapiens,38821,adventitial cell,adventitial cell,lung,Lung,,,,,-3.8600943,8.733811,none,0.0,0.0,0.0,0.0
Tabula Sapiens,38830,adventitial cell,adventitial cell,lung,Lung,,,,,-3.6500983,8.92103,none,0.0,0.0,0.0,0.0
Tabula Sapiens,39595,enterocyte of epithelium proper of small intestine,intestinal epithelial cell,small intestine,Small_Intestine,,,,,3.516119,7.4061766,none,0.0,0.0,0.0,0.0
Tabula Sapiens,39672,paneth cell of epithelium of small intestine,intestinal epithelial cell,small intestine,Small_Intestine,,,,,3.3047771,7.8765116,none,0.0,0.0,0.0,0.0
Tabula Sapiens,41020,mesenchymal cell,stem cell,muscle of pelvic diaphragm,Muscle,,,,,-4.329826,8.706788,none,0.0,0.0,0.0,0.0
Tabula Sapiens,41201,platelet,hematopoietic cell,spleen,Spleen,,,,,6.1906834,9.282624,ADORA2B,0.0,0.0,2.8236895,0.0
Tabula Sapiens,41406,myeloid cell,hematopoietic cell,liver,Liver,,,,,7.898665,6.897318,none,0.0,0.0,0.0,0.0
Tabula Sapiens,42342,alveolar adventitial fibroblast,fibroblast,lung,Lung,,,,,4.0396714,8.037004,none,0.0,0.0,0.0,0.0
Tabula Sapiens,42416,bronchial smooth muscle cell,contractile cell,lung,Lung,,,,,4.099654,7.884497,none,0.0,0.0,0.0,0.0
Tabula Sapiens,43096,bronchial smooth muscle cell,contractile cell,lung,Lung,,,,,-3.0944273,8.601992,none,0.0,0.0,0.0,0.0
Tabula Sapiens,44267,thymic fibroblast type 2,fibroblast,thymus,Thymus,,,,,-3.7944033,10.217009,none,0.0,0.0,0.0,0.0
Tabula Sapiens,45628,serous cell of epithelium of trachea,secretory cell,trachea,Trachea,,,,,1.2765038,8.1929035,none,0.0,0.0,0.0,0.0
Tabula Sapiens,45815,endothelial cell,endothelial cell,trachea,Trachea,,,,,0.32644513,6.984681,none,0.0,0.0,0.0,0.0
Tabula Sapiens,46192,fibroblast,fibroblast,trachea,Trachea,,,,,-2.5132985,10.829771,none,0.0,0.0,0.0,0.0
Tabula Sapiens,46531,multiciliated columnar cell of tracheobronchial tree,ciliated epithelial cell,trachea,Trachea,,,,,0.98859704,8.102838,none,0.0,0.0,0.0,0.0
Tabula Sapiens,46539,multiciliated columnar cell of tracheobronchial tree,ciliated epithelial cell,trachea,Trachea,,,,,1.0542492,8.336006,none,0.0,0.0,0.0,0.0
Tabula Sapiens,47866,platelet,hematopoietic cell,blood,Blood,,,,,3.5690627,2.8593976,none,0.0,0.0,0.0,0.0
Tabula Sapiens,48674,intestinal crypt stem cell of colon,stem cell,ascending colon,Large_Intestine,,,,,2.7841702,7.9242454,none,0.0,0.0,0.0,0.0
Tabula Sapiens,48924,transit amplifying cell of colon,stem cell,ascending colon,Large_Intestine,,,,,3.0626683,7.2066936,none,0.0,0.0,0.0,0.0
Tabula Sapiens,48985,tuft cell of colon,intestinal epithelial cell,ascending colon,Large_Intestine,,,,,3.3176923,6.916915,none,0.0,0.0,0.0,0.0
Tabula Sapiens,49184,large intestine goblet cell,intestinal epithelial cell,ascending colon,Large_Intestine,,,,,2.4907312,7.0815206,none,0.0,0.0,0.0,0.0
Tabula Sapiens,49669,enterochromaffin-like cell,glandular epithelial cell,ascending colon,Large_Intestine,,,,,2.6271596,7.094386,none,0.0,0.0,0.0,0.0
Tabula Sapiens,49876,type L enteroendocrine cell,glandular epithelial cell,ascending colon,Large_Intestine,,,,,2.734135,7.2886376,none,0.0,0.0,0.0,0.0
Tabula Sapiens,49979,type L enteroendocrine cell,glandular epithelial cell,ascending colon,Large_Intestine,,,,,2.7892928,7.0043073,none,0.0,0.0,0.0,0.0
Tabula Sapiens,50185,type L enteroendocrine cell,glandular epithelial cell,ascending colon,Large_Intestine,,,,,2.665232,7.071569,none,0.0,0.0,0.0,0.0
Tabula Sapiens,50443,tuft cell of colon,intestinal epithelial cell,ascending colon,Large_Intestine,,,,,2.9751492,7.2933555,none,0.0,0.0,0.0,0.0
Tabula Sapiens,58601,"activated CD8-positive, alpha-beta T cell",t cell,ileum,Small_Intestine,,,,,6.5896783,10.202142,none,0.0,0.0,0.0,0.0
Tabula Sapiens,59834,intestinal tuft cell,endo-epithelial cell,ileum,Small_Intestine,,,,,2.7892048,6.789548,none,0.0,0.0,0.0,0.0
Tabula Sapiens,59869,endothelial cell of venule,endothelial cell,ileum,Small_Intestine,,,,,-0.058824122,7.342035,none,0.0,0.0,0.0,0.0
Tabula Sapiens,60770,intestinal crypt stem cell of small intestine,stem cell,ileum,Small_Intestine,,,,,1.9694304,7.379704,none,0.0,0.0,0.0,0.0
Tabula Sapiens,60907,intestinal tuft cell,endo-epithelial cell,ileum,Small_Intestine,,,,,2.8214672,6.8625803,none,0.0,0.0,0.0,0.0
Tabula Sapiens,60974,"activated CD8-positive, alpha-beta T cell",t cell,ileum,Small_Intestine,,,,,6.3574753,11.239302,none,0.0,0.0,0.0,0.0
Tabula Sapiens,60986,"activated CD8-positive, alpha-beta T cell",t cell,ileum,Small_Intestine,,,,,6.4407663,11.434712,none,0.0,0.0,0.0,0.0
Tabula Sapiens,63504,"CD4-positive, alpha-beta T cell",t cell,spleen,Spleen,,,,,6.416118,10.265825,none,0.0,0.0,0.0,0.0
Tabula Sapiens,65614,ventricular cardiac muscle cell,contractile cell,cardiac ventricle,Heart,,,,,4.455424,6.6163173,none,0.0,0.0,0.33297783,0.0
Tabula Sapiens,66165,ventricular cardiac muscle cell,contractile cell,cardiac ventricle,Heart,,,,,4.637504,6.3802304,none,0.41941902,0.0,0.0,0.0
Tabula Sapiens,67035,ventricular cardiac muscle cell,contractile cell,cardiac ventricle,Heart,,,,,4.9951053,6.791146,none,0.0,0.0,0.0,0.0
Tabula Sapiens,67196,plasmacytoid dendritic cell,dendritic cell,cardiac ventricle,Heart,,,,,5.303701,6.861458,none,0.0,0.0,0.0,0.0
Tabula Sapiens,67951,fibroblast of cardiac tissue,fibroblast,cardiac ventricle,Heart,,,,,-4.239987,8.117679,none,0.0,0.0,0.0,0.0
Tabula Sapiens,68194,fibroblast of cardiac tissue,fibroblast,cardiac ventricle,Heart,,,,,-4.0971055,8.509096,none,0.0,0.0,0.0,0.0
Tabula Sapiens,68380,ventricular cardiac muscle cell,contractile cell,cardiac ventricle,Heart,,,,,4.4296694,6.536301,none,0.0,0.0,0.0,0.0
Tabula Sapiens,72056,classical monocyte,myeloid leukocyte,spleen,Spleen,,,,,8.087313,8.623443,none,0.0,0.0,0.0,0.0
Tabula Sapiens,79007,blood vessel smooth muscle cell,contractile cell,left ovary,Ovary,,,,,-1.5621207,9.057944,none,0.0,0.0,0.0,0.0
Tabula Sapiens,79266,endothelial cell,endothelial cell,left ovary,Ovary,,,,,-0.6268772,7.911008,none,0.0,0.0,0.0,0.0
Tabula Sapiens,79810,stromal cell of ovary,stromal cell,left ovary,Ovary,,,,,-0.23455901,9.722889,none,0.0,0.0,0.0,0.0
Tabula Sapiens,83143,ovarian surface epithelial cell,epithelial cell,left ovary,Ovary,,,,,0.8867721,9.096938,none,0.0,0.0,0.0,0.0
Tabula Sapiens,88487,pancreatic D cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,5.970555,5.716693,none,0.0,0.0,0.0,0.0
Tabula Sapiens,88541,pancreatic acinar cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,5.583426,6.6109085,none,0.0,0.0,0.0,0.0
Tabula Sapiens,88616,pancreatic D cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,5.7436023,5.5453687,none,0.0,0.0,0.0,0.0
Tabula Sapiens,88717,pancreatic A cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,6.0303254,5.115282,none,0.0,0.0,0.0,0.0
Tabula Sapiens,88849,pancreatic D cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,5.762118,5.7053027,none,0.0,0.0,0.0,0.0
Tabula Sapiens,88959,pancreatic PP cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,6.0763435,5.4703298,none,0.0,0.0,0.0,0.0
Tabula Sapiens,89061,type B pancreatic cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,5.5804753,5.571305,none,0.0,0.0,0.0,0.0
Tabula Sapiens,89163,pancreatic A cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,5.9721885,5.2867856,none,0.0,0.0,0.0,0.0
Tabula Sapiens,89360,pancreatic stellate cell,fibroblast,exocrine pancreas,Pancreas,,,,,-2.1203485,8.339617,none,0.0,0.0,0.0,0.0
Tabula Sapiens,89416,type B pancreatic cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,5.973648,5.340074,none,0.0,0.0,0.0,0.0
Tabula Sapiens,89628,type B pancreatic cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,5.8629036,6.11701,none,0.0,0.0,0.0,0.0
Tabula Sapiens,89876,pancreatic acinar cell,glandular epithelial cell,exocrine pancreas,Pancreas,,,,,5.5562024,6.6187887,none,0.27397278,0.0,0.0,0.0
Tabula Sapiens,90130,pancreatic ductal cell,duct epithelial cell,exocrine pancreas,Pancreas,,,,,1.7413425,9.979003,ADORA1,1.5759,0.0,0.0,0.0
Tabula Sapiens,92744,"CD8-positive, alpha-beta thymocyte",t cell,thymus,Thymus,,,,,5.424684,11.2848,none,0.0,0.0,0.0,0.0
Tabula Sapiens,94141,medullary thymic epithelial cell,endo-epithelial cell,thymus,Thymus,,,,,2.6165097,9.910975,none,0.0,0.0,0.0,0.0
Tabula Sapiens,95574,natural killer cell,innate lymphoid cell,thymus,Thymus,,,,,5.9817715,11.33754,none,0.0,0.0,0.0,0.0
Tabula Sapiens,97172,mesenchymal stem cell,stem cell,muscle of abdomen,Muscle,,,,,-3.4776433,10.091854,none,0.0,0.0,0.0,0.0
Tabula Sapiens,99442,fast muscle cell,contractile cell,muscle of abdomen,Muscle,,,,,0.309831,11.739712,none,0.0,0.0,0.0,0.0
Tabula Sapiens,101288,pericyte,contractile cell,muscle of abdomen,Muscle,,,,,-1.9297013,7.857535,none,0.0,0.0,0.0,0.0
Tabula Sapiens,103736,duct epithelial cell,duct epithelial cell,submandibular gland,Salivary_Gland,,,,,2.4487288,10.059854,none,0.0,0.0,0.0,0.0
Tabula Sapiens,105247,duct epithelial cell,duct epithelial cell,submandibular gland,Salivary_Gland,,,,,2.3482127,10.536099,none,0.0,0.0,0.0,0.0
Tabula Sapiens,105331,acinar cell of salivary gland,glandular epithelial cell,submandibular gland,Salivary_Gland,,,,,3.871012,8.855096,none,0.0,0.0,0.0,0.0
Tabula Sapiens,105340,acinar cell of salivary gland,glandular epithelial cell,submandibular gland,Salivary_Gland,,,,,3.24841,8.724473,none,0.0,0.0,0.0,0.0
Tabula Sapiens,108699,medullary thymic epithelial cell,endo-epithelial cell,thymus,Thymus,,,,,1.4683399,9.204106,none,0.0,0.0,0.0,0.0
Tabula Sapiens,109450,"CD4-positive, alpha-beta thymocyte",t cell,thymus,Thymus,,,,,6.5387483,10.37373,none,0.0,0.8273139,0.0,0.0
Tabula Sapiens,112021,"CD4-positive, alpha-beta thymocyte",t cell,thymus,Thymus,,,,,6.3065543,10.071929,none,0.0,0.0,0.0,0.0
Tabula Sapiens,112574,"naive thymus-derived CD4-positive, alpha-beta T cell",t cell,thymus,Thymus,,,,,6.5695496,10.805598,none,0.0,0.0,0.0,0.0
Tabula Sapiens,112786,"CD4-positive, alpha-beta thymocyte",t cell,thymus,Thymus,,,,,6.0205975,10.337981,none,0.0,0.0,0.0,0.0
Tabula Sapiens,113414,"CD4-positive, alpha-beta thymocyte",t cell,thymus,Thymus,,,,,6.642801,10.359708,none,0.0,0.0,0.0,0.0
Tabula Sapiens,113464,"CD4-positive, alpha-beta thymocyte",t cell,thymus,Thymus,,,,,6.3598394,9.956125,none,0.0,0.0,0.0,0.0
Tabula Sapiens,114456,bladder urothelial cell,transitional epithelial cell,bladder organ,Bladder,,,,,2.8464494,9.522225,none,0.0,0.0,0.0,0.0
Tabula Sapiens,120979,basal cell of prostate epithelium,stem cell,prostate gland,Prostate,,,,,1.3768191,9.150045,none,0.0,0.0,0.0,0.0
Tabula Sapiens,124202,basal cell of prostate epithelium,stem cell,prostate gland,Prostate,,,,,1.6183059,10.208368,none,0.0,0.0,0.0,0.0
Tabula Sapiens,125036,basal cell of prostate epithelium,stem cell,prostate gland,Prostate,,,,,2.6823778,8.863885,none,0.0,0.0,0.0,0.0
Tabula Sapiens,132231,fibroblast,fibroblast,coronary artery,Vasculature,,,,,-2.717298,10.323586,none,0.0,0.0,0.0,0.0
Tabula Sapiens,135923,tracheal goblet cell,glandular epithelial cell,trachea,Trachea,,,,,5.131984,7.70194,none,0.0,0.0,0.0,0.0
Tabula Sapiens,138328,multiciliated columnar cell of tracheobronchial tree,ciliated epithelial cell,trachea,Trachea,,,,,1.806875,8.676169,none,0.0,0.0,0.0,0.0
Tabula Sapiens,139750,alveolar adventitial fibroblast,fibroblast,lung,Lung,,,,,-3.5213175,10.606302,none,0.0,0.0,0.0,0.0
Tabula Sapiens,140144,lung multiciliated epithelial cell,ciliated epithelial cell,lung,Lung,,,,,2.8264973,9.0783415,none,0.0,0.0,0.0,0.0
Tabula Sapiens,141113,pulmonary ionocyte,epithelial cell,lung,Lung,,,,,-1.0919096,4.6289372,none,0.0,0.0,0.0,0.0
Tabula Sapiens,143704,erythroid progenitor cell,stem cell,bone marrow,Bone_Marrow,,,,,5.338632,6.637009,none,0.0,0.0,0.0,0.0
Tabula Sapiens,148518,fibroblast of breast,fibroblast,mammary gland,Mammary,,,,,-4.0852113,6.74087,none,0.0,0.0,0.0,0.0
Tabula Sapiens,151365,luminal epithelial cell of mammary gland,duct epithelial cell,mammary gland,Mammary,,,,,2.3606396,8.408975,none,0.0,0.0,0.0,0.0
Tabula Sapiens,152579,neuro-medullary thymic epithelial cell,endo-epithelial cell,thymus,Thymus,,,,,7.9881954,8.954636,none,0.0,0.0,0.0,0.0
Tabula Sapiens,152604,thymic fibroblast type 2,fibroblast,thymus,Thymus,,,,,-4.2937884,9.147569,none,0.0,0.0,0.0,0.0
Tabula Sapiens,152901,neuro-medullary thymic epithelial cell,endo-epithelial cell,thymus,Thymus,,,,,3.8262436,4.2163863,none,0.0,0.0,0.0,0.0
Tabula Sapiens,153923,erythroid progenitor cell,stem cell,bone marrow,Bone_Marrow,,,,,5.23607,6.9849715,none,0.0,0.0,0.0,0.0
Tabula Sapiens,154336,hematopoietic stem cell,stem cell,bone marrow,Bone_Marrow,,,,,5.9723687,8.511985,none,0.0,0.0,0.14453249,0.0
Tabula Sapiens,154459,hematopoietic stem cell,stem cell,bone marrow,Bone_Marrow,,,,,6.052268,8.575438,none,0.0,0.0,0.0932964,0.0
Tabula Sapiens,155351,common myeloid progenitor,stem cell,bone marrow,Bone_Marrow,,,,,5.7039437,8.216784,none,0.0,0.0,0.0,0.0
Tabula Sapiens,155572,common myeloid progenitor,stem cell,bone marrow,Bone_Marrow,,,,,5.90114,7.9922347,none,0.0,0.0,0.0,0.0
Tabula Sapiens,156119,hematopoietic precursor cell,hematopoietic cell,bone marrow,Bone_Marrow,,,,,7.1253624,8.770783,none,0.0,0.0,0.0,0.0
Tabula Sapiens,157338,non-classical monocyte,myeloid leukocyte,blood,Blood,,,,,8.958715,8.32524,none,0.0,0.0,0.0,0.0
Tabula Sapiens,157376,monocyte,myeloid leukocyte,blood,Blood,,,,,8.544703,9.000162,none,0.0,0.0,0.0,0.0
Tabula Sapiens,162904,platelet,hematopoietic cell,blood,Blood,,,,,3.475779,2.6996746,none,0.0,0.0,0.0,0.0
