dataset,source_index,cell_type,broad_cell_class,tissue,tissue_in_publication,supercluster_term,ROIGroupCoarse,ROIGroupFine,roi,shared_umap_1,shared_umap_2,adora_high_gene,ADORA1_expression,ADORA2A_expression,ADORA2B_expression,ADORA3_expression
Tabula Sapiens,222275,vestibular dark cell,vestibular dark cell,crista ampullaris,Ear,,,,,6.3344064,13.296302,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222277,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.7046843,13.428766,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222280,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,11.460744,8.832457,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222292,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.4707966,13.389372,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222299,supporting cell of vestibular epithelium,ecto-epithelial cell,crista ampullaris,Ear,,,,,11.363395,7.5773153,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222307,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.838579,13.325759,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222317,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.801473,13.428318,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222329,macrophage,myeloid leukocyte,crista ampullaris,Ear,,,,,16.684189,15.530741,ADORA3,0.0,0.0,0.0,1.080973
Tabula Sapiens,222332,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.7537203,13.425973,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222334,vestibular dark cell,vestibular dark cell,crista ampullaris,Ear,,,,,11.0106,8.561272,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222341,pericyte,contractile cell,crista ampullaris,Ear,,,,,6.146666,13.484741,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222342,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.2165236,13.815604,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222364,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.62047,13.828104,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222383,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5679407,13.423718,none,0.3312192,0.0,0.0,0.0
Tabula Sapiens,222390,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.957247,13.33227,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222391,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.347546,14.265274,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222422,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.74428,13.351817,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222428,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.610461,13.50462,none,0.56778276,0.0,0.0,0.0
Tabula Sapiens,222429,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.888562,13.506961,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222430,pericyte,contractile cell,crista ampullaris,Ear,,,,,6.157735,13.40955,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222432,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.869025,13.463941,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222441,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.568607,14.523836,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222446,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.3880806,14.239244,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222449,pericyte,contractile cell,crista ampullaris,Ear,,,,,6.039384,13.370923,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222450,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.669313,13.415821,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222454,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.440948,14.227856,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222467,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5074577,13.511266,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222474,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.7418346,14.504118,none,0.0,0.0,0.4549976,0.0
Tabula Sapiens,222482,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.4821644,13.469827,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222490,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.594044,14.55435,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222491,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.1231384,13.613344,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222492,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.7461653,14.497829,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222516,melanocyte,melanocyte,crista ampullaris,Ear,,,,,5.576776,14.005535,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222523,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.853008,13.004511,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222526,endothelial cell of vascular tree,endothelial cell,crista ampullaris,Ear,,,,,5.284777,14.167728,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222539,supporting cell of vestibular epithelium,ecto-epithelial cell,crista ampullaris,Ear,,,,,11.38046,7.6381087,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222546,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.817531,14.445653,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222558,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.61142,13.424099,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222570,vestibular dark cell,vestibular dark cell,crista ampullaris,Ear,,,,,11.580713,8.108192,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222583,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.618722,14.451868,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222584,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.4895396,13.474339,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222585,supporting cell of vestibular epithelium,ecto-epithelial cell,crista ampullaris,Ear,,,,,11.213379,9.336193,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222595,pericyte,contractile cell,crista ampullaris,Ear,,,,,5.915601,13.42492,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222597,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5411973,13.505815,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222612,pericyte,contractile cell,crista ampullaris,Ear,,,,,5.932521,13.518381,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222622,endothelial cell of vascular tree,endothelial cell,crista ampullaris,Ear,,,,,4.697923,14.31754,none,0.5366262,0.0,0.0,0.0
Tabula Sapiens,222638,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.763601,14.474177,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222650,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.2443852,13.486532,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222653,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.749736,13.433092,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222664,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.268684,13.681093,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222682,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5732584,13.530773,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222700,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5461264,13.469592,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222710,endothelial cell of vascular tree,endothelial cell,crista ampullaris,Ear,,,,,5.4001703,14.188906,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222732,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.6084795,13.433179,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222754,endothelial cell of vascular tree,endothelial cell,crista ampullaris,Ear,,,,,5.188882,14.148357,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222768,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.2753367,14.225493,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222769,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.3640566,13.475728,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222771,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5905323,13.397409,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222784,stromal cell,stromal cell,crista ampullaris,Ear,,,,,5.2512584,14.264367,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222785,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.402479,13.439282,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222787,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.6610084,13.53286,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222795,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.588473,14.548542,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222809,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.559681,13.538999,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222814,endothelial cell of vascular tree,endothelial cell,crista ampullaris,Ear,,,,,5.010992,14.233497,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222835,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.8685513,13.442883,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222837,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.730468,14.537376,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222838,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.742363,14.485829,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222856,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.7828608,14.483332,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222860,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.7476835,13.209905,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222861,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.8216453,14.581335,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222869,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.57688,14.490626,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222881,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.256507,13.977572,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222882,endothelial cell of vascular tree,endothelial cell,crista ampullaris,Ear,,,,,5.139655,14.222487,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222890,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.7552195,14.456705,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222906,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.7951603,13.486092,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222909,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.9834995,13.628999,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222915,stromal cell,stromal cell,crista ampullaris,Ear,,,,,-0.87898755,11.670501,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222918,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.89455,13.4856415,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222921,endothelial cell of vascular tree,endothelial cell,crista ampullaris,Ear,,,,,5.293691,14.121584,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222945,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.2225733,13.824564,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222946,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.2825603,13.422513,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222966,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.5062995,13.350422,none,0.0,0.0,0.0,0.0
Tabula Sapiens,222992,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.540915,13.455156,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223000,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.9143314,14.504309,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223007,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.6885366,13.493466,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223012,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.7147264,14.491128,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223016,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.321788,14.147825,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223021,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.2455544,14.018998,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223033,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.557879,14.608024,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223040,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.185547,13.400938,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223042,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.7146316,14.46941,none,0.0,0.0,0.7083881,0.0
Tabula Sapiens,223052,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.795041,13.523613,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223053,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.6534853,14.561994,none,0.0,0.0,0.4871965,0.0
Tabula Sapiens,223058,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.642223,13.423912,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223068,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.8235955,12.730433,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223073,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.6448984,14.539714,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223080,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5743303,13.431403,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223086,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.7105026,13.456034,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223094,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.3524566,14.036421,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223103,endothelial cell of vascular tree,endothelial cell,crista ampullaris,Ear,,,,,5.3313236,14.253672,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223104,supporting cell of vestibular epithelium,ecto-epithelial cell,crista ampullaris,Ear,,,,,12.228579,9.362587,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223108,melanocyte,melanocyte,crista ampullaris,Ear,,,,,5.9866953,13.729081,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223119,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5452538,13.553774,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223123,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.814903,14.358549,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223128,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.6995153,13.39746,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223132,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.25625,13.877131,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223139,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.650185,14.560214,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223143,vestibular dark cell,vestibular dark cell,crista ampullaris,Ear,,,,,11.104801,8.572194,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223146,vestibular dark cell,vestibular dark cell,crista ampullaris,Ear,,,,,6.319863,13.283707,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223151,pericyte,contractile cell,crista ampullaris,Ear,,,,,6.141069,13.446308,none,0.0,0.0,0.24865104,0.0
Tabula Sapiens,223155,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.591004,13.426554,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223161,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.7050548,14.397565,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223168,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.543311,13.4915085,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223171,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.603413,13.427076,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223174,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.409919,13.49003,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223176,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.4686832,13.383323,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223181,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.1315827,13.768938,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223184,vascular associated smooth muscle cell,contractile cell,crista ampullaris,Ear,,,,,2.059334,14.64222,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223213,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.530929,13.576327,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223230,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.9522095,13.235584,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223232,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.820618,13.740231,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223236,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.9854107,14.339899,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223246,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.7148566,13.34731,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223250,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.033317,13.342976,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223261,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.533362,13.274726,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223262,supporting cell of vestibular epithelium,ecto-epithelial cell,crista ampullaris,Ear,,,,,19.637358,8.70103,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223272,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.1293445,13.619124,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223277,pericyte,contractile cell,crista ampullaris,Ear,,,,,5.921184,13.125604,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223279,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.388055,14.095278,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223291,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.7631946,13.40595,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223299,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.9272723,13.739791,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223300,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.556623,13.493022,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223306,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5176415,13.627208,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223328,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.5979867,14.40446,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223329,macrophage,myeloid leukocyte,crista ampullaris,Ear,,,,,17.002573,14.2110195,none,0.0,0.0,0.0,0.590789
Tabula Sapiens,223351,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.6289964,14.476019,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223368,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.571129,13.467227,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223369,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.6669593,13.404092,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223374,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.7934337,13.400715,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223376,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5025163,13.616937,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223380,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.3651233,14.291382,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223395,pericyte,contractile cell,crista ampullaris,Ear,,,,,6.1205144,13.412161,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223404,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.705717,13.378728,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223415,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.7757196,13.471003,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223421,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.6810946,13.406833,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223431,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.8549724,13.619522,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223445,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.6806693,14.494914,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223452,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.6664786,13.434724,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223459,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.876745,13.594757,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223461,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.7988687,13.459371,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223469,endothelial cell of vascular tree,endothelial cell,crista ampullaris,Ear,,,,,5.3218827,14.171937,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223489,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.3343015,14.187097,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223490,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.92966,13.529592,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223503,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.8148003,14.384487,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223506,pericyte,contractile cell,crista ampullaris,Ear,,,,,6.0735674,13.442217,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223509,macrophage,myeloid leukocyte,crista ampullaris,Ear,,,,,17.447832,14.666899,none,0.0,0.0,0.0,0.46067113
Tabula Sapiens,223511,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.9191136,14.4083605,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223513,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.664575,14.482115,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223514,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.4794836,13.579873,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223516,stromal cell,stromal cell,crista ampullaris,Ear,,,,,2.202091,14.350155,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223518,pericyte,contractile cell,crista ampullaris,Ear,,,,,6.152345,13.457646,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223522,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.417879,13.514966,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223528,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.504285,14.673854,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223542,pericyte,contractile cell,crista ampullaris,Ear,,,,,6.173757,13.645189,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223552,supporting cell of vestibular epithelium,ecto-epithelial cell,crista ampullaris,Ear,,,,,11.079253,8.257158,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223557,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.587423,13.546826,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223564,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.55835,14.571994,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223568,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.603725,13.505458,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223572,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.6226773,13.466753,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223577,vestibular dark cell,vestibular dark cell,crista ampullaris,Ear,,,,,10.976551,8.600137,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223578,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.554736,14.507373,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223595,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.5856647,13.487914,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223604,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.7702503,14.412523,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223613,melanocyte,melanocyte,crista ampullaris,Ear,,,,,7.0082808,13.272232,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223617,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,6.441543,14.258771,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223618,vestibular dark cell,vestibular dark cell,crista ampullaris,Ear,,,,,11.494926,8.34536,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223622,melanocyte,melanocyte,crista ampullaris,Ear,,,,,5.9439716,13.564297,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223628,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.5966573,14.445234,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223636,pericyte,contractile cell,crista ampullaris,Ear,,,,,6.0752473,13.365096,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223639,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.550945,13.531246,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223643,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.695113,14.498754,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223664,"CD4-positive, alpha-beta T cell",t cell,crista ampullaris,Ear,,,,,16.008413,15.131349,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223675,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.6555285,13.457391,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223688,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.4286013,13.529196,none,0.6002855,0.0,0.0,0.0
Tabula Sapiens,223697,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.7118564,14.458659,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223704,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.99458,13.257168,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223728,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.7625704,13.335928,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223734,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.625063,14.467238,ADORA1,0.7119114,0.0,0.0,0.0
Tabula Sapiens,223735,stromal cell,stromal cell,crista ampullaris,Ear,,,,,4.715723,14.477403,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223740,hematopoietic cell,hematopoietic cell,crista ampullaris,Ear,,,,,5.890283,13.5157795,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223741,melanocyte,melanocyte,crista ampullaris,Ear,,,,,6.7271166,13.404377,none,0.0,0.0,0.0,0.0
Tabula Sapiens,223742,vestibular dark cell,vestibular dark cell,crista ampullaris,Ear,,,,,10.764978,8.608981,none,0.0,0.0,0.0,0.0
